,,,,,Mon,,,Tue,,,Wed,,,Thu,,,Fri,,,Sat,,,Sun
용인시_갑,Mon,61,,로마_숫자,47,,,,,,,,김용준_(가수),27,,류현진,34,,대한민국_축구_국가대표팀,20,,최민식,20
개혁신당_(2024년),Mon,57,,정보통신망_이용촉진_및_정보보호_등에_관한_법률,47,,,,,,,,이천수,27,,마리_앙투아네트,34,,지구_온난화,20,,KBS_1TV,19
최질,Mon,57,,개포_디에이치_퍼스티어_아이파크,46,,,,,,,,김영주_(1955년),26,,히포크라테스_선서,34,,구글의_이스터_에그_목록,19,,수지맞은_우리,18
위성정당,Mon,56,,서산비행장,46,,,,,,,,뮤토렌트,26,,구글_번역,33,,다음,19,,전지희,18
조국_(법학자),Mon,56,,신장식,46,,,,,,,,젠슨_황,26,,대한민국,33,,오스트레일리아,19,,한동훈_(법조인),18
2023년_AFC_아시안컵,Sat,56,,홍살문,46,,,,,,,,지구_온난화,26,,젠슨_황,33,,2015년_AFC_아시안컵,17,,손흥민,17
대한민국의_국민연금,Fri,56,,ChatGPT,45,,,,,,,,트위치,26,,티모시_샬라메,33,,기계_번역,17,,아프리카,17
쿠팡,Fri,55,,박신혜,45,,,,,,,,GPT_(언어_모델),25,,대한민국의_행정_구역,31,,ChatGPT,16,,효심이네_각자도생,17
고준,Mon,55,,이승만,44,,,,,,,,KS_X_1001의_특수_문자,25,,제곱미터,31,,아프리카,16,,ChatGPT,16
황정음,Fri,54,,주기율표,44,,,,,,,,대한민국의_국민연금,25,,한동훈_(법조인),31,,삼총사,15,,구글_번역,16
신동욱_(방송인),Mon,53,,주형환,44,,,,,,,,대한민국의_의학전문대학원,24,,구글,30,,아시아,15,,밤에_피는_꽃,16
제곱미터,Mon,53,,한동훈_(법조인),44,,,,,,,,아프리카,24,,노종면,30,,아카라이브,15,,ㅛ,16
살인자ㅇ난감,Mon,53,,고양시_갑,43,,,,,,,,히포크라테스_선서,24,,아프리카TV,30,,양현준,15,,5·18_광주_민주화_운동,15
피어엑스,Sun,53,,구글_번역,43,,,,,,,,가운뎃점,23,,이승만,30,,황희찬,15,,디스코드_(소프트웨어),15
에펨코리아,Thu,52,,2024년_대한민국_의사_파업,42,,,,,,,,대한민국_제22대_국회의원_선거,23,,이중근_(1941년),30,,고려_우왕,14,,엔비디아,15
의정부시_을,Thu,52,,이강인,41,,,,,,,,마리_앙투아네트,23,,조윤선,28,,대한민국_제22대_국회의원_선거,14,,구글_드라이브,14
쿠팡,Sun,52,,강감찬,40,,,,,,,,심하은,23,,황효진,28,,디시인사이드,14,,다음,14
파묘,Mon,51,,신사동호랭이,39,,,,,,,,안규백,23,,원더풀_월드,27,,백년_전쟁,14,,알렉산더_볼카노프스키,14
에펨코리아,Mon,50,,한지민_(의사),39,,,,,,,,주기율표,23,,지구_온난화,27,,밴드_(소프트웨어),14,,우당탕탕_패밀리,14
류현진,Thu,50,,히포크라테스_선서,39,,,,,,,,한동훈_(법조인),23,,트위치,27,,요르단_축구_국가대표팀,14,,전공의,14
다음,Fri,49,,2023년_AFC_아시안컵,38,,,,,,,,2020년_의사_파업,22,,KS_X_1001의_특수_문자,26,,주기율표,14,,살인자ㅇ난감,13
국가별_국가_코드_목록,Mon,49,,오컬트,38,,,,,,,,내_남편과_결혼해줘,22,,이태석,26,,한동훈_(법조인),14,,KBS_제1라디오,12
한국교육방송공사,Mon,49,,대한민국,37,,,,,,,,방실이,22,,컬러_매트릭스,26,,5·18_광주_민주화_운동,13,,개혁신당_(2024년),12
한국교육방송공사,Thu,48,,기계_번역,36,,,,,,,,배현진,22,,기계_번역,25,,교통경찰,13,,다나와,12
다음,Mon,48,,킬러들의_쇼핑몰,36,,,,,,,,이은주,22,,김건희,25,,구글_지도,13,,마리_앙투아네트,12
KBS_드라마시티,Sat,48,,12·12_군사_반란,35,,,,,,,,티무,22,,대한민국_제21대_국회의원_선거,25,,로그_나선,13,,업비트,12
대한민국의_AFC_아시안컵_성적,Sat,47,,트위치,35,,,,,,,,5·18_광주_민주화_운동,21,,가운뎃점,24,,마야_어스킨,13,,에어비앤비,12
로마_숫자,Mon,47,,정유경_(기업인),33,,,,,,,,기계_번역,21,,배인숙,24,,미리캔버스,13,,용감무쌍_용수정,12
베네치아_사육제,Sat,47,,강성현,32,,,,,,,,나무위키,21,,오스트레일리아_축구_국가대표팀,24,,요르단,13,,카를레스_푸지데몬,12
정보통신망_이용촉진_및_정보보호_등에_관한_법률,Mon,47,,배복주,32,,,,,,,,비비_(대한민국의_가수),21,,이수진_(간호사_출신_정치인),24,,우당탕탕_패밀리,13,,팝콘티비,12
개포_디에이치_퍼스티어_아이파크,Mon,46,,대한민국_제21대_국회의원_선거,31,,,,,,,,샐러리_캡,21,,이지아,24,,좀비,13,,황보유의,12
국가별_국가_코드_목록,Fri,46,,아프리카TV,31,,,,,,,,치지직,21,,전청조,24,,최경용,13,,SBS_인기가요,11
홍살문,Mon,46,,알렉세이_나발니,31,,,,,,,,3·1절,20,,김종인,23,,트위터,13,,로블록스,11
신장식,Mon,46,,이중근_(1941년),31,,,,,,,,UEFA_챔피언스리그,20,,대한민국_축구_국가대표팀,23,,허송연,13,,마인크래프트,11
서산비행장,Mon,46,,지채문,31,,,,,,,,강지영_(아나운서),20,,미리캔버스,23,,KS_X_1001의_특수_문자,12,,미국,11
주호민,Fri,45,,KS_X_1001의_특수_문자,30,,,,,,,,남영희,20,,루비콘강,22,,국가별_국가_코드_목록,12,,세월호_침몰_사고,11
신현영,Thu,45,,TCP/UDP의_포트_목록,30,,,,,,,,대한민국_제21대_국회의원_선거,20,,용인시_정,22,,내_남편과_결혼해줘,12,,인도네시아,11
박신혜,Mon,45,,대한민국_축구_국가대표팀,30,,,,,,,,대한민국의_대통령_목록,19,,이화림,22,,노량_해전,12,,,
ChatGPT,Mon,45,,설훈,30,,,,,,,,디시인사이드,19,,조국_(법학자),22,,로블록스,12,,,
김선자_(범죄인),Sat,45,,아프리카,30,,,,,,,,백일섭,19,,중앙응급의료센터,22,,양반,12,,,
주형환,Mon,44,,이서진,30,,,,,,,,윤석열,19,,최원석,22,,이호성_(1967년),12,,,
이승만,Mon,44,,정몽규,30,,,,,,,,MZ세대,18,,튀르키예,22,,카를레스_푸지데몬,12,,,
한동훈_(법조인),Mon,44,,김덕영,29,,,,,,,,경찰_계급,18,,2020년_의사_파업,21,,태국,12,,,
주기율표,Fri,44,,대한민국_제22대_국회의원_선거,29,,,,,,,,김건희,18,,2023년_AFC_아시안컵,21,,한국의_성씨,12,,,
주기율표,Mon,44,,원영식,29,,,,,,,,사분위수,18,,안귀령,21,,ㅛ,12,,,
엔비디아,Thu,43,,정월_대보름,29,,,,,,,,이승만,18,,킬러들의_쇼핑몰,21,,오스트레일리아_축구_국가대표팀,11,,,
에펨코리아,Sun,43,,함운경,29,,,,,,,,이영돈,18,,트위터,21,,,,,,
고양시_갑,Mon,43,,현종_(고려),29,,,,,,,,임혁백,18,,국제전화_국가_번호,20,,,,,,
구글_번역,Mon,43,,고려_거란_전쟁_(드라마),28,,,,,,,,전두환,18,,오스트레일리아,20,,,,,,
대한민국의_국민연금,Sat,43,,구글_지도,28,,,,,,,,플러스마이너스,18,,윤석열,20,,,,,,
한국교육방송공사,Fri,42,,대한민국의_행정_구역,28,,,,,,,,ASCII,17,,이준석,20,,,,,,
로마_숫자,Fri,42,,수학_기호,28,,,,,,,,가타카나,17,,임혁백,20,,,,,,
2024년_대한민국_의사_파업,Mon,42,,양현준,28,,,,,,,,대한민국의_행정_구역,17,,종이_크기,20,,,,,,
이강인,Mon,41,,장재현,28,,,,,,,,딩하오,17,,코셈,20,,,,,,
로마_숫자,Thu,41,,김진애,27,,,,,,,,사순절,17,,플러스마이너스,20,,,,,,
강감찬,Mon,40,,비비_(대한민국의_가수),27,,,,,,,,생방송_보니하니,17,,51구역,19,,,,,,
배인순,Fri,40,,연합뉴스,27,,,,,,,,세월호_침몰_사고,17,,TCP/UDP의_포트_목록,19,,,,,,
박태균,Sun,40,,인터넷,27,,,,,,,,유다연,17,,개혁신당_(2024년),19,,,,,,
KBS_2TV,Sat,40,,장태완,27,,,,,,,,인코텀스,17,,방민아,19,,,,,,
파묘,Fri,39,,정원철_(음악가),27,,,,,,,,한국장학재단,17,,소방장,19,,,,,,
히포크라테스_선서,Mon,39,,2020년_의사_파업,26,,,,,,,,₩,16,,아시아,19,,,,,,
아프리카TV,Sat,39,,경찰_계급,26,,,,,,,,계양구_을,16,,치지직,19,,,,,,
박경호_(목사),Thu,39,,국제전화_국가_번호,26,,,,,,,,구글_지도,16,,FC_서울,18,,,,,,
한지민_(의사),Mon,39,,뉴턴_(단위),26,,,,,,,,박정희,16,,SBS_TV,18,,,,,,
신사동호랭이,Mon,39,,윤석열,26,,,,,,,,아카라이브,16,,뉴턴_(단위),18,,,,,,
이강인,Sun,39,,전두환,26,,,,,,,,위키,16,,대한민국의_AFC_아시안컵_성적,18,,,,,,
2023년_AFC_아시안컵,Mon,38,,삼성물산과_제일모직의_합병,25,,,,,,,,의정부시_갑,16,,번역,18,,,,,,
오컬트,Mon,38,,최태준,25,,,,,,,,조국_(법학자),16,,싱가포르,18,,,,,,
권도형,Fri,37,,치지직,25,,,,,,,,파묘,16,,안민석,18,,,,,,
대한민국,Mon,37,,51구역,24,,,,,,,,피보나치_수,16,,연합뉴스,18,,,,,,
황야_(영화),Fri,37,,가운뎃점,24,,,,,,,,CUDA,15,,이순신,18,,,,,,
기계_번역,Mon,36,,음양오행설,24,,,,,,,,대한민국의_국회의원_선거구_목록,15,,핀터레스트,18,,,,,,
쿠팡,Thu,36,,.tv,23,,,,,,,,더불어민주당,15,,강감찬,17,,,,,,
ChatGPT,Fri,36,,갤럭시_시리즈의_GOS_성능_조작_사건,23,,,,,,,,도_(각도),15,,강미정,17,,,,,,
에펨코리아,Fri,36,,구글,23,,,,,,,,아주대학교,15,,구글_드라이브,17,,,,,,
킬러들의_쇼핑몰,Mon,36,,노정의,23,,,,,,,,연평균_성장률,15,,구글의_이스터_에그_목록,17,,,,,,
최원석_(기업인),Fri,35,,언젠가는_슬기로울_전공의생활,23,,,,,,,,이강인,15,,김효은,17,,,,,,
배지현,Fri,35,,에히메현,23,,,,,,,,인공지능,15,,노승환,17,,,,,,
위르겐_클린스만,Sat,35,,위르겐_클린스만,23,,,,,,,,조티_암지,15,,대한항공,17,,,,,,
아프리카,Fri,35,,위르겐_하버마스,23,,,,,,,,피부,15,,비례대표제,17,,,,,,
12·12_군사_반란,Mon,35,,하나회,23,,,,,,,,UART,14,,사람인에이치알,17,,,,,,
트위치,Mon,35,,MZ세대,22,,,,,,,,개포_디에이치_퍼스티어_아이파크,14,,수학_기호,17,,,,,,
마리_앙투아네트,Fri,34,,고민정,22,,,,,,,,개혁신당_(2024년),14,,₩,16,,,,,,
류현진,Fri,34,,김훈_(고려),22,,,,,,,,고양시_갑,14,,2024년_KBO_리그,16,,,,,,
히포크라테스_선서,Fri,34,,마리_앙투아네트,22,,,,,,,,구글,14,,ASCII,16,,,,,,
대한민국,Fri,33,,석사장교,22,,,,,,,,구글의_이스터_에그_목록,14,,계양구_을,16,,,,,,
구글_번역,Fri,33,,손흥민,22,,,,,,,,노웅래,14,,김혜정_(1941년),16,,,,,,
정유경_(기업인),Mon,33,,알리익스프레스,22,,,,,,,,니카이도_후미,14,,나라장터,16,,,,,,
젠슨_황,Fri,33,,이순신,22,,,,,,,,다나와,14,,나무위키,16,,,,,,
2023년_AFC_아시안컵_결선_토너먼트,Sat,33,,카타르,22,,,,,,,,미국,14,,나카세케구,16,,,,,,
티모시_샬라메,Fri,33,,트위터,22,,,,,,,,박정훈_(기자),14,,나카피리피리트구,16,,,,,,
배복주,Mon,32,,핀터레스트,22,,,,,,,,밤에_피는_꽃,14,,니카이도_후미,16,,,,,,
쿠팡,Sat,32,,현대힘스,22,,,,,,,,베트남,14,,대한민국_소방공무원의_계급_목록,16,,,,,,
강성현,Mon,32,,ASCII,21,,,,,,,,염혜란,14,,뮤토렌트,16,,,,,,
티모시_샬라메,Thu,31,,대한민국의_AFC_아시안컵_성적,21,,,,,,,,옵트아웃,14,,윷놀이,16,,,,,,
지채문,Mon,31,,비트토렌트,21,,,,,,,,유전율,14,,이언주,16,,,,,,
대한민국의_행정_구역,Fri,31,,설날_(한국),21,,,,,,,,가야,13,,이에이트,16,,,,,,
이중근_(1941년),Mon,31,,스즈키_자이온,21,,,,,,,,강감찬,13,,인도네시아,16,,,,,,
황야_(영화),Sat,31,,아시아,21,,,,,,,,김구,13,,일본,16,,,,,,
아프리카TV,Mon,31,,아시아나항공,21,,,,,,,,김대중,13,,카프초르와_구,16,,,,,,
대한민국_제21대_국회의원_선거,Mon,31,,요르단,21,,,,,,,,김효은,13,,캐그니_린_카터,16,,,,,,
손흥민,Sat,31,,정호준,21,,,,,,,,도쿄도,13,,토트넘_홋스퍼_FC,16,,,,,,
제곱미터,Fri,31,,황야_(영화),21,,,,,,,,뮤직뱅크,13,,PID_제어기,15,,,,,,
알렉세이_나발니,Mon,31,,나무위키,20,,,,,,,,박신양,13,,다나와,15,,,,,,
한동훈_(법조인),Fri,31,,다나와,20,,,,,,,,부산광역시,13,,대한민국_제22대_국회의원_선거,15,,,,,,
TCP/UDP의_포트_목록,Thu,31,,대한민국의_대통령_목록,20,,,,,,,,수학_기호,13,,마포구_갑,15,,,,,,
아프리카TV,Sun,31,,서재필,20,,,,,,,,슈가_(래퍼),13,,미국,15,,,,,,
이중근_(1941년),Fri,30,,싱가포르,20,,,,,,,,아프리카TV,13,,세_번째_결혼,15,,,,,,
구글,Fri,30,,육군사관학교_(대한민국),20,,,,,,,,여운형,13,,세월호_침몰_사고,15,,,,,,
아프리카TV,Fri,30,,테디_(음악가),20,,,,,,,,장재현,13,,신장식,15,,,,,,
노종면,Fri,30,,파이썬,20,,,,,,,,중구·성동구_을,13,,위르겐_클린스만,15,,,,,,
KS_X_1001의_특수_문자,Mon,30,,한국건설기술인협회,20,,,,,,,,카를레스_푸지데몬,13,,인공지능,15,,,,,,
아프리카,Mon,30,,3·1절,19,,,,,,,,킬러들의_쇼핑몰,13,,일루미나티,15,,,,,,
정몽규,Mon,30,,나의_해피엔드,19,,,,,,,,파이썬,13,,일인당_명목_국내_총생산순_나라_목록,15,,,,,,
이승만,Fri,30,,대한민국의_중앙행정기관,19,,,,,,,,한국농업기술진흥원,13,,12·12_군사_반란,14,,,,,,
이서진,Mon,30,,미국의_공휴일,19,,,,,,,,홋카이도,13,,DPR_이안,14,,,,,,
대한민국_축구_국가대표팀,Mon,30,,서울특별시,19,,,,,,,,홍익표_(1967년),13,,MZ세대,14,,,,,,
설훈,Mon,30,,신세계그룹,19,,,,,,,,12·12_군사_반란,12,,구글_지도,14,,,,,,
TCP/UDP의_포트_목록,Mon,30,,안중근,19,,,,,,,,TVING,12,,독일,14,,,,,,
치지직,Sat,30,,이준석,19,,,,,,,,고양시_정,12,,디시인사이드,14,,,,,,
원영식,Mon,29,,인공지능,19,,,,,,,,고욤나무,12,,박신양,14,,,,,,
양기대,Thu,29,,저온_살균법,19,,,,,,,,국제전화_국가_번호,12,,박정희,14,,,,,,
김덕영,Mon,29,,주호민,19,,,,,,,,글루타티온,12,,서울특별시,14,,,,,,
현종_(고려),Mon,29,,티모시_샬라메,19,,,,,,,,대전_하나_시티즌,12,,쇠말뚝,14,,,,,,
치지직,Sun,29,,PID_제어기,18,,,,,,,,독도,12,,아르투어_쇼펜하우어,14,,,,,,
대한민국,Thu,29,,구글의_이스터_에그_목록,18,,,,,,,,동래구청장,12,,아카라이브,14,,,,,,
함운경,Mon,29,,넥슨,18,,,,,,,,디스코드_(소프트웨어),12,,안유진,14,,,,,,
한국교육방송공사,Sun,29,,발렌타인데이,18,,,,,,,,바다_(가수),12,,염창이,14,,,,,,
정월_대보름,Mon,29,,엔비디아,18,,,,,,,,박시후,12,,이명박,14,,,,,,
마포구_갑,Thu,29,,유재석,18,,,,,,,,송옥주,12,,이수진_(법조인_출신_정치인),14,,,,,,
대한민국_제22대_국회의원_선거,Mon,29,,정재은_(기업인),18,,,,,,,,송파구_갑,12,,잡코리아,14,,,,,,
구글_번역,Thu,29,,제시_린가드,18,,,,,,,,스케치업,12,,제1차_세계_대전,14,,,,,,
뮤토렌트,Sun,29,,켈빈_킵툼,18,,,,,,,,예산,12,,트위터_(기업),14,,,,,,
제곱미터,Thu,29,,트위터_(기업),18,,,,,,,,이세계아이돌,12,,특별자치도,14,,,,,,
양현준,Mon,28,,한가인,18,,,,,,,,이순신,12,,페르소나,14,,,,,,
황효진,Fri,28,,효심이네_각자도생,18,,,,,,,,인도네시아,12,,한설아,14,,,,,,
셰놀_귀네슈,Thu,28,,GPT_(언어_모델),17,,,,,,,,일베저장소,12,,허규빈,14,,,,,,
조윤선,Fri,28,,경기도시흥교육지원청,17,,,,,,,,전현희,12,,2005년_부산_APEC_정상회담,13,,,,,,
수학_기호,Mon,28,,노태우,17,,,,,,,,최민식,12,,2015년_AFC_아시안컵,13,,,,,,
구글_지도,Mon,28,,대한민국_제21대_국회의원_선거_비례대표_배분_방법,17,,,,,,,,캄보디아,12,,2024년_대한민국의_텔레비전_드라마_목록,13,,,,,,
고려_거란_전쟁_(드라마),Mon,28,,대한항공,17,,,,,,,,한국의_성씨,12,,2024년_동계_청소년_올림픽,13,,,,,,
대한민국의_행정_구역,Mon,28,,문빈,17,,,,,,,,HTTP_상태_코드,11,,5·18_광주_민주화_운동,13,,,,,,
토렌트,Sun,28,,반야심경,17,,,,,,,,가장_많이_팔린_책_목록,11,,GPT_(언어_모델),13,,,,,,
장재현,Mon,28,,삼산고등학교_(울산),17,,,,,,,,고양제일중학교,11,,Sandwich_Pussyjob,13,,,,,,
구글_번역,Sat,28,,삼성그룹,17,,,,,,,,대한민국_제18대_국회의원_선거,11,,네이트,13,,,,,,
ㅥ,Sat,28,,서울의_봄_(영화),17,,,,,,,,동작구_을,11,,농심_신라면배_세계바둑_최강전,13,,,,,,
정원철_(음악가),Mon,27,,애플_비전_프로,17,,,,,,,,리버풀_FC,11,,로베르토_만치니,13,,,,,,
장태완,Mon,27,,어쩔티비,17,,,,,,,,마이크로소프트_365_코파일럿,11,,마이크로,13,,,,,,
김진애,Mon,27,,오행,17,,,,,,,,반야심경,11,,미성년자,13,,,,,,
트위치,Fri,27,,정보통신공제조합,17,,,,,,,,안유화,11,,밤에_피는_꽃,13,,,,,,
비비_(대한민국의_가수),Mon,27,,주석태,17,,,,,,,,알리익스프레스,11,,베트남,13,,,,,,
연합뉴스,Mon,27,,테일러_스위프트,17,,,,,,,,에라토스테네스의_체,11,,사순절,13,,,,,,
원더풀_월드,Fri,27,,하예린,17,,,,,,,,연합뉴스,11,,설날_(한국),13,,,,,,
이승만,Sun,27,,2002년_FIFA_월드컵,16,,,,,,,,원주율,11,,손흥민,13,,,,,,
ChatGPT,Thu,27,,2024년_KBO_리그,16,,,,,,,,이언주,11,,아마존_(기업),13,,,,,,
트위치,Sat,27,,KB국민은행,16,,,,,,,,정약용,11,,열린집합,13,,,,,,
지구_온난화,Fri,27,,김만흠,16,,,,,,,,큐넷,11,,용감무쌍_용수정,13,,,,,,
김용준_(가수),Thu,27,,나인우,16,,,,,,,,트위터,11,,용인시_병,13,,,,,,
인터넷,Mon,27,,니카이도_후미,16,,,,,,,,페이스북,11,,우리은행,13,,,,,,
이천수,Thu,27,,다나카_마르쿠스_툴리오,16,,,,,,,,헤일로_(시리즈),11,,이영돈,13,,,,,,
KS_X_1001의_특수_문자,Fri,26,,다율중학교,16,,,,,,,,히라가나,11,,이태원_참사,13,,,,,,
이태석,Fri,26,,대한민국–이란_축구_라이벌전,16,,,,,,,,,,,이효정_(가수),13,,,,,,
윤석열,Mon,26,,대한축구협회,16,,,,,,,,,,,일본의_행정_구역,13,,,,,,
컬러_매트릭스,Fri,26,,도_(각도),16,,,,,,,,,,,장태완,13,,,,,,
뮤토렌트,Thu,26,,도봉구_갑,16,,,,,,,,,,,진안대군,13,,,,,,
뉴턴_(단위),Mon,26,,디스코드_(소프트웨어),16,,,,,,,,,,,카를레스_푸지데몬,13,,,,,,
대한민국,Sat,26,,미리캔버스,16,,,,,,,,,,,프란체스카_도너,13,,,,,,
젠슨_황,Thu,26,,박문성,16,,,,,,,,,,,한국의_성씨,13,,,,,,
국제전화_국가_번호,Mon,26,,생성형_인공지능,16,,,,,,,,,,,2023년_대한민국의_텔레비전_드라마_목록,12,,,,,,
2020년_의사_파업,Mon,26,,소병철,16,,,,,,,,,,,SOLID_(객체_지향_설계),12,,,,,,
경찰_계급,Mon,26,,아이유,16,,,,,,,,,,,김관진_(군인),12,,,,,,
전두환,Mon,26,,아카라이브,16,,,,,,,,,,,김용준_(가수),12,,,,,,
지구_온난화,Thu,26,,영어,16,,,,,,,,,,,노무현,12,,,,,,
배복주,Sun,26,,오늘은_남동풍,16,,,,,,,,,,,달집태우기,12,,,,,,
트위치,Thu,26,,우리은행,16,,,,,,,,,,,대한민국_헌법_제36조,12,,,,,,
김영주_(1955년),Thu,26,,인도네시아,16,,,,,,,,,,,대형_언어_모델,12,,,,,,
대한민국_제21대_국회의원_선거,Fri,25,,임현식,16,,,,,,,,,,,마포구_을,12,,,,,,
최태준,Mon,25,,자리공,16,,,,,,,,,,,매슬로의_욕구단계설,12,,,,,,
GPT_(언어_모델),Thu,25,,제주특별자치도,16,,,,,,,,,,,미스터_&_미세스_스미스_(드라마),12,,,,,,
기계_번역,Fri,25,,진종오,16,,,,,,,,,,,발렌타인데이,12,,,,,,
킬러들의_쇼핑몰,Sat,25,,캄보디아,16,,,,,,,,,,,신라,12,,,,,,
한국교육방송공사,Sat,25,,튀르키예,16,,,,,,,,,,,아이유,12,,,,,,
김건희,Fri,25,,특별자치도,16,,,,,,,,,,,알리익스프레스,12,,,,,,
대한민국의_국민연금,Thu,25,,하공진,16,,,,,,,,,,,에라스무스_대학교,12,,,,,,
구글,Sat,25,,허은아,16,,,,,,,,,,,에스델,12,,,,,,
치지직,Mon,25,,6.25_전쟁,15,,,,,,,,,,,웨이백_머신,12,,,,,,
삼성물산과_제일모직의_합병,Mon,25,,Gmail,15,,,,,,,,,,,위키,12,,,,,,
KS_X_1001의_특수_문자,Thu,25,,감람석,15,,,,,,,,,,,유로,12,,,,,,
트위치,Sun,25,,고양시_을,15,,,,,,,,,,,임창정,12,,,,,,
에펨코리아,Sat,25,,김건희,15,,,,,,,,,,,잡플래닛,12,,,,,,
배인숙,Fri,24,,대한민국의_공휴일,15,,,,,,,,,,,정청래,12,,,,,,
이지아,Fri,24,,드리스_판_아흐트,15,,,,,,,,,,,조정석,12,,,,,,
히포크라테스_선서,Thu,24,,뮤토렌트,15,,,,,,,,,,,중마고등학교,12,,,,,,
아프리카,Thu,24,,미국_전선_규격,15,,,,,,,,,,,픽시브,12,,,,,,
대한민국의_의학전문대학원,Thu,24,,박정희,15,,,,,,,,,,,한국장학재단,12,,,,,,
이수진_(간호사_출신_정치인),Fri,24,,발트해,15,,,,,,,,,,,호기심이_고양이를_죽인다,12,,,,,,
음양오행설,Mon,24,,베트남,15,,,,,,,,,,,7인의_부활,11,,,,,,
전청조,Fri,24,,삼성전자,15,,,,,,,,,,,HTML,11,,,,,,
대한민국,Sun,24,,세월호_침몰_사고,15,,,,,,,,,,,KB국민은행,11,,,,,,
가운뎃점,Fri,24,,아르투어_쇼펜하우어,15,,,,,,,,,,,경찰_계급,11,,,,,,
지구_온난화,Sun,24,,아이템매니아,15,,,,,,,,,,,귀밝이술,11,,,,,,
오스트레일리아_축구_국가대표팀,Fri,24,,유전율,15,,,,,,,,,,,내_남편과_결혼해줘,11,,,,,,
가운뎃점,Mon,24,,의녀_대장금,15,,,,,,,,,,,대한민국_육군,11,,,,,,
51구역,Mon,24,,이상윤_(축구인),15,,,,,,,,,,,대한민국의_국기,11,,,,,,
대한민국의_국민연금,Sun,24,,인천지방노동위원회,15,,,,,,,,,,,대한민국의_대통령_목록,11,,,,,,
