,,,,,Mon,,,Tue,,,Wed,,,Thu,,,Fri,,,Sat,,,Sun
슬롯_머신,Sat,109,,박경석_(1960년),47,,에펨코리아,34,,정월_대보름,42,,대구초등학교_(대구),45,,신혼여행_니코틴_살인사건,55,,마리_앙투아네트,34,,ChatGPT,26
유네스코_창의도시_네트워크,Sun,107,,쿠팡,47,,킬러들의_쇼핑몰,33,,히포크라테스_선서,41,,이승만,43,,주호민,53,,정몽규,33,,마리_앙투아네트,26
배인순,Fri,104,,2023년_AFC_아시안컵,45,,제곱미터,32,,제곱미터,40,,ㅎ,43,,구글의_이스터_에그_목록,49,,스트리트_킹,32,,뮤토렌트,26
AFC_아시안컵,Tue,89,,2024년_대한민국의_텔레비전_드라마_목록,44,,한지민_(의사),31,,대한민국의_행정_구역,37,,ChatGPT,42,,국가별_국가_코드_목록,47,,ChatGPT,30,,에펨코리아,26
OWASP,Fri,89,,GPT_(언어_모델),44,,다음,30,,대한민국,35,,김영주_(1955년),42,,한국교육방송공사,46,,상태_기계_복제,30,,한국교육방송공사,24
송파구_갑,Wed,87,,개혁신당_(2024년),43,,상태_기계_복제,29,,개혁신당_(2024년),34,,대한민국,42,,전공의,45,,쿠팡,29,,지구_온난화,22
AFC_아시안컵,Mon,77,,에펨코리아,42,,아프리카TV,29,,방실이,34,,에펨코리아,42,,AFC_아시안컵,44,,대한민국의_국민연금,26,,한국을_빛낸_100명의_위인들,22
권도형,Fri,75,,이강인,41,,대한민국의_AFC_아시안컵_성적,28,,대한민국의_국민연금,33,,2024년_대한민국의_텔레비전_드라마_목록,41,,에펨코리아,43,,살인자ㅇ난감,26,,레인보우_버블젬,21
2023년_AFC_아시안컵,Sat,75,,정월_대보름,39,,플러스마이너스,28,,사순절,32,,분노의_5단계,41,,2024년_대한민국의_텔레비전_드라마_목록,42,,세월호_침몰_사고,26,,치지직,21
베네치아_사육제,Sat,74,,킬러들의_쇼핑몰,39,,노종면,27,,DPR_이안,31,,독도,39,,개혁신당_(2024년),42,,박희순,25,,대한민국의_국민연금,20
부영그룹,Tue,73,,ChatGPT,38,,한동훈_(법조인),27,,상태_기계_복제,30,,국가별_국가_코드_목록,38,,노웅래,41,,설영우,25,,신청,20
2023년_AFC_아시안컵,Thu,72,,대한민국의_국민연금,38,,요르단,26,,구글_번역,29,,중앙응급의료센터,37,,이정재_(1917년),41,,손흥민,23,,아프리카TV,20
최원석_(기업인),Fri,72,,이승만,38,,쿠팡,26,,주기율표,29,,친이낙연계,37,,주기율표,41,,수지맞은_우리,23,,최영일_(1966년),20
국가별_국가_코드_목록,Mon,72,,주기율표,37,,구글,25,,KB국민은행,28,,대한민국의_국민연금,36,,이순신,40,,치지직,23,,5·18_광주_민주화_운동,19
큐넷,Thu,70,,PID_제어기,36,,구글의_이스터_에그_목록,25,,미적분학,27,,한동훈_(법조인),36,,제곱미터,40,,한국교육방송공사,23,,신사동호랭이,19
이창희_(영화_감독),Mon,68,,대한민국,35,,ChatGPT,24,,서승만,27,,아시아,35,,이에이트,38,,구미호,22,,김동수_(1947년),18
젠슨_황,Fri,68,,박신혜,35,,무엇이든_물어보세요,24,,치지직,27,,아프리카TV,35,,장흥군의_행정_구역,38,,밤에_피는_꽃,22,,효심이네_각자도생,18
대한민국의_국민연금,Fri,68,,살인자ㅇ난감,35,,미녀와_순정남,24,,티모시_샬라메,27,,구글_번역,34,,임혁백,35,,알렉세이_나발니,22,,언젠가는_슬기로울_전공의생활,17
설날_(한국),Sat,67,,정몽규,35,,박지윤_(방송인),24,,윤재옥,26,,대한민국의_인터넷_신조어_목록,34,,코셈,35,,2015년_AFC_아시안컵,21,,토렌트,17
이은주,Thu,66,,제곱미터,35,,대가족_(영화),23,,중구·성동구_갑,26,,서윤아,34,,로마_숫자,34,,다음,21,,왜행성,15
림킴,Thu,62,,정찬민_(1958년),34,,대한민국,23,,국제전화_국가_번호,25,,제곱미터,34,,안민석,34,,마야_어스킨,21,,이수진_(간호사_출신_정치인),15
다음,Thu,62,,구글의_이스터_에그_목록,33,,우주_마이크로파_배경,23,,에펨코리아,25,,젠슨_황,34,,이지아,34,,양현준,21,,조국_(법학자),15
최원석,Fri,62,,알렉세이_나발니,33,,TCP/UDP의_포트_목록,22,,프리셀,25,,최경용,33,,최경용,34,,대한민국의_여행경보제도,20,,배꼽,14
최동석,Tue,60,,어셔,32,,강감찬,22,,구글_지도,24,,코드닷오알지,33,,동성중학교_(경기),33,,오스트레일리아,20,,옥지원,14
위성정당,Mon,60,,대한민국_제21대_국회의원_선거_비례대표_배분_방법,31,,내_남편과_결혼해줘,22,,대한민국_제22대_국회의원_선거,23,,한백희,33,,마포구_을,33,,지구_온난화,20,,전지현,14
다음,Mon,60,,박진_(1560년),31,,대한민국_축구_국가대표팀,22,,아일릿,23,,구글의_이스터_에그_목록,32,,ChatGPT,32,,황야_(영화),20,,구글_번역,13
국가별_국가_코드_목록,Tue,59,,상태_기계_복제,31,,특별사면,22,,아프리카TV,23,,카드_번호의_구성,32,,대한민국,31,,아프리카TV,19,,디스코드_(소프트웨어),13
김종인,Fri,59,,큐넷,31,,국제전화_국가_번호,21,,용인시_을,23,,한국교육방송공사,32,,대한민국의_행정_구역,31,,요르단,19,,미녀와_순정남,13
쿠팡,Wed,58,,김건희,30,,비트토렌트,21,,조기숙,23,,박시후,31,,KS_X_1001의_특수_문자,30,,우당탕탕_패밀리,19,,세월호_침몰_사고,13
2024년_대한민국의_텔레비전_드라마_목록,Wed,58,,미녀와_순정남,30,,설날_(한국),21,,배복주,22,,설날_(한국),31,,류현진,30,,오스트레일리아_축구_국가대표팀,18,,재벌X형사,13
이강인,Wed,58,,용인시_처인구의_국회의원,30,,안중근,21,,손흥민,22,,김익렬,30,,안유진,30,,조현우,18,,전두환,13
다음,Fri,58,,정호준,30,,찰스_3세,21,,엔비디아,22,,상태_기계_복제,30,,정청래,30,,좀비,18,,조정식_(정치인),13
배지현,Fri,57,,강감찬,29,,치지직,21,,기계_번역,21,,주기율표,29,,구글_번역,29,,김설현,17,,주기율표,13
사순절,Sat,57,,대한민국의_AFC_아시안컵_성적,29,,하춘화,21,,윤덕영,21,,기계_번역,28,,상태_기계_복제,29,,대한민국의_나라별_여행경보제도,17,,카를레스_푸지데몬,13
쿠팡,Fri,57,,화성_탐사,29,,2024년_대한민국의_텔레비전_드라마_목록,20,,지구_온난화,21,,ㄹ,28,,아프리카TV,29,,재벌X형사,17,,티모시_샬라메,13
정월_대보름,Thu,57,,용감무쌍_용수정,28,,구글_번역,20,,가운뎃점,20,,마리_앙투아네트,28,,이수진_(법조인_출신_정치인),29,,킬러들의_쇼핑몰,17,,파블로_피카소,13
쿠팡,Thu,56,,중앙응급의료센터,28,,대한민국_제21대_국회의원_선거,20,,수원시_무,20,,이균범,28,,제시_린가드,29,,황희찬,17,,아이템매니아,12
로마_숫자,Wed,56,,히포크라테스_선서,28,,마이클_잭슨,20,,울산_북구의_국회의원,20,,로베르토_만치니,27,,김혜정_(1941년),28,,2019년_AFC_아시안컵,16,,,
신혼여행_니코틴_살인사건,Fri,55,,가운뎃점,27,,지구_온난화,20,,이승만,20,,스즈키_자이온,27,,이수진_(간호사_출신_정치인),28,,라오스_여자_축구_국가대표팀,16,,,
엔비디아,Thu,55,,미국의_공휴일,27,,손흥민,19,,최경용,20,,구글,26,,한동훈_(법조인),28,,뮤토렌트,16,,,
국가별_국가_코드_목록,Wed,53,,사순절,27,,전종철,19,,류현진,19,,김신록,26,,티모시_샬라메,27,,아시아,16,,,
주호민,Fri,53,,입춘,27,,카타르,19,,용인시_정,19,,신현영,26,,비트토렌트,26,,이언주,16,,,
강성현,Sat,53,,지채문,27,,KS_X_1001의_특수_문자,18,,대한민국_제21대_국회의원_선거,18,,KS_X_1001의_특수_문자,25,,윤석열,26,,헬프,16,,,
다음,Wed,52,,최경용,27,,아시아,18,,우리은행,18,,수지맞은_우리,25,,조윤선,26,,1960년_AFC_아시안컵,15,,,
위성정당,Tue,52,,하공진,27,,₩,17,,이상헌_(1954년),18,,이지아,25,,포스터오브템스뱅크_남작_노먼_포스터,26,,비트토렌트,15,,,
로마_숫자,Mon,51,,한가인,27,,기계_번역,17,,주영형,18,,일베저장소,25,,배인숙,25,,서울의_봄_(영화),15,,,
이강인,Sat,51,,정소녀,26,,김건희,17,,KS_X_1001의_특수_문자,17,,차범근,25,,우리은행,25,,아프리카,15,,,
양정아,Mon,51,,조국_(법학자),26,,나무위키,17,,뮤토렌트,17,,티모시_샬라메,25,,이화림,25,,여명_(정치인),15,,,
미디어위키,Sun,50,,한동훈_(법조인),26,,대한민국의_행정_구역,17,,미녀와_순정남,17,,대한민국_축구_국가대표팀,24,,스즈키_자이온,24,,용감무쌍_용수정,15,,,
한지민_(의사),Mon,50,,NBA_올스타전,25,,요르단_축구_국가대표팀,17,,세월호_침몰_사고,17,,비트토렌트,24,,안규백,24,,이승만,15,,,
구글의_이스터_에그_목록,Fri,49,,대한민국_축구_국가대표팀,25,,용인시_갑,17,,송파구_을,17,,세월호_침몰_사고,24,,지구_온난화,24,,최영일_(1966년),15,,,
생활습관병,Wed,49,,대한민국–이란_축구_라이벌전,25,,원영식,17,,언젠가는_슬기로울_전공의생활,17,,웡카_(영화),24,,가운뎃점,23,,12·12_군사_반란,14,,,
로마_숫자,Thu,49,,스즈키_자이온,25,,구글_지도,16,,표준_편차,17,,트위터,24,,김현아_(정치인),23,,Fromis_9,14,,,
미노이,Mon,48,,스캠,25,,군함,16,,2026년_FIFA_월드컵_아시아_지역_2차_예선,16,,가야고분군,23,,보수주의,23,,구글의_이스터_에그_목록,14,,,
사순절,Sun,48,,진종오,25,,대한민국_제21대_국회의원_선거_비례대표_배분_방법,16,,나무위키,16,,가운뎃점,23,,2023년_AFC_아시안컵,22,,대한민국,14,,,
국가별_국가_코드_목록,Fri,47,,구글_번역,24,,세_번째_결혼,16,,새로운미래,16,,기리시마_사토시,23,,끝내주는_해결사,22,,배인순,14,,,
용인시_갑,Wed,47,,구두닦이,24,,수학_기호,16,,용감무쌍_용수정,16,,수학_기호,23,,뮤토렌트,22,,요르단_축구_국가대표팀,14,,,
쿠팡,Mon,47,,우수,24,,알리익스프레스,16,,유니코드_0000~0FFF,16,,ㅇ,23,,사순절,22,,트위치,14,,,
마리_앙투아네트,Mon,47,,태풍_노루,24,,용감무쌍_용수정,16,,전두환,16,,이화전기,23,,아시아,22,,2024년,13,,,
박경석_(1960년),Mon,47,,화성_탐사차,24,,웨일스_공_윌리엄,16,,정몽규,16,,일본,23,,황정음,22,,구글,13,,,
국립부여박물관,Sun,47,,2020년_의사_파업,23,,윷놀이,16,,6.25_전쟁,15,,체크_표시,23,,경찰_계급,21,,대한민국_원,13,,,
ㅛ,Thu,46,,KS_X_1001의_특수_문자,23,,이재용,16,,IP_등급,15,,국제전화_국가_번호,22,,김효은,21,,대한민국_축구_국가대표팀,13,,,
한국교육방송공사,Wed,46,,비트토렌트,23,,정월_대보름,16,,대한민국_제21대_국회의원_선거_울산광역시,15,,대한민국의_행정_구역,22,,노종면,21,,대한민국의_여행금지제도,13,,,
한국교육방송공사,Fri,46,,TCP/UDP의_포트_목록,22,,트위치,16,,도_(각도),15,,비비_(대한민국의_가수),22,,디시인사이드,21,,대한축구협회,13,,,
대구초등학교_(대구),Thu,45,,나라장터,22,,특별자치도,16,,마리_앙투아네트,15,,성덕초등학교_(광주),22,,마리_앙투아네트,21,,미리캔버스,13,,,
전공의,Fri,45,,대한민국_제21대_국회의원_선거,22,,패리스_잭슨,16,,아리스토텔레스,15,,소방교,22,,이준석,21,,방탄소년단,13,,,
2023년_AFC_아시안컵,Mon,45,,베트남,22,,피도_눈물도_없이_(드라마),16,,에어서울,15,,아프리카,22,,킬러들의_쇼핑몰,21,,배인숙,13,,,
AFC_아시안컵,Fri,44,,부영그룹,22,,홍정욱,16,,용인시_병,15,,오스트레일리아_축구_국가대표팀,22,,심하은,20,,아시아_축구_연맹,13,,,
2024년_대한민국의_텔레비전_드라마_목록,Mon,44,,스크래치_(프로그래밍_언어),22,,가운뎃점,15,,윤희숙,15,,유로,22,,중앙응급의료센터,20,,전두환,13,,,
GPT_(언어_모델),Mon,44,,전주원_(농구인),22,,송하윤,15,,인코텀스,15,,이강인,22,,국제전화_국가_번호,19,,전주_이씨,13,,,
이승만,Thu,43,,켈빈_킵툼,22,,싱가포르,15,,파이썬,15,,이언주,22,,김건희,19,,진서연,13,,,
내_남편과_결혼해줘,Wed,43,,설날_(한국),21,,필리핀,15,,프로퍼티_(프로그래밍),15,,이준석,22,,부천국제판타스틱영화제,19,,카를레스_푸지데몬,13,,,
개혁신당_(2024년),Mon,43,,지구_온난화,21,,2024년,14,,한동훈_(법조인),15,,조티_암지,22,,설날_(한국),19,,피플_크루,13,,,
ㅎ,Thu,43,,한국교육방송공사,21,,뉴사우스웨일스주,14,,GPT_(언어_모델),14,,황정음,22,,오스트레일리아_축구_국가대표팀,19,,픽시브,13,,,
에펨코리아,Fri,43,,국제전화_국가_번호,20,,대한민국_제22대_국회의원_선거,14,,경찰_계급,14,,대한민국_소방공무원의_계급_목록,21,,우리부동산문화정책연구소,19,,더_비키퍼,12,,,
ChatGPT,Thu,42,,뉴턴_(단위),20,,독일,14,,구글,14,,대한민국_제22대_국회의원_선거,21,,유관순,19,,,,,,
정월_대보름,Wed,42,,닥터_슬럼프_(드라마),20,,서병수,14,,구글의_이스터_에그_목록,14,,세_번째_결혼,21,,장은영,19,,,,,,
김영주_(1955년),Thu,42,,대통령의_날,20,,우당탕탕_패밀리,14,,독도,14,,손흥민,21,,히포크라테스_선서,19,,,,,,
개혁신당_(2024년),Fri,42,,미리캔버스,20,,위키,14,,디시인사이드,14,,알리익스프레스,21,,대한민국의_인터넷_신조어_목록,18,,,,,,
에펨코리아,Mon,42,,비례대표제,20,,쯔양,14,,보해배_세계여자바둑선수권,14,,조국_(법학자),21,,데이빗_베누아,18,,,,,,
주기율표,Tue,42,,싱가포르,20,,튀르키예,14,,비비_(대한민국의_가수),14,,DPR_이안,20,,미리캔버스,18,,,,,,
임혁백,Wed,42,,요르단,20,,현대힘스,14,,서울특별시,14,,나문희,20,,미미미누,18,,,,,,
대한민국,Thu,42,,이이경,20,,김대중,13,,아르투어_쇼펜하우어,14,,미리캔버스,20,,방민아,18,,,,,,
로마_숫자,Tue,42,,장태완,20,,미노이,13,,위르겐_클린스만,14,,사순절,20,,신안산선,18,,,,,,
에펨코리아,Thu,42,,트위치,20,,미리캔버스,13,,윤종오,14,,서울신답초등학교,20,,안중근,18,,,,,,
2024년_대한민국의_텔레비전_드라마_목록,Sun,42,,효심이네_각자도생,20,,방수원,13,,트위치,14,,서울특별시,20,,이기붕,18,,,,,,
2024년_대한민국의_텔레비전_드라마_목록,Fri,42,,대한민국의_행정_구역,19,,비례대표제,13,,플라톤,14,,안효섭,20,,DPR_이안,17,,,,,,
ChatGPT,Wed,42,,도파민,19,,삼성_갤럭시_S23,13,,황정아,14,,이란,20,,구글,17,,,,,,
분노의_5단계,Thu,41,,무엇이든_물어보세요,19,,세월호_침몰_사고,13,,2023년_대한민국의_텔레비전_드라마_목록,13,,핀터레스트,20,,싱가포르,17,,,,,,
2024년_대한민국의_텔레비전_드라마_목록,Thu,41,,슈퍼볼,19,,엔비디아,13,,PID_제어기,13,,6.25_전쟁,19,,이언주,17,,,,,,
히포크라테스_선서,Wed,41,,정대철,19,,올가니카,13,,TCP/UDP의_포트_목록,13,,ASCII,19,,일본_축구_국가대표팀,17,,,,,,
위르겐_클린스만,Sat,41,,질입구주름,19,,윤석열,13,,김정태_(배우),13,,Null,19,,장재현,17,,,,,,
이정재_(1917년),Fri,41,,체크_표시,19,,임진왜란,13,,도쿠가와_이에야스,13,,OSI_모형,19,,파묘,17,,,,,,
대한민국의_AFC_아시안컵_성적,Sat,41,,한국건설기술인협회,19,,춘절,13,,마크_저커버그,13,,안중근,19,,TCP/UDP의_포트_목록,16,,,,,,
노웅래,Fri,41,,호랑이_연고,19,,카드_번호의_구성,13,,박민영,13,,일본_축구_국가대표팀,19,,경기도,16,,,,,,
2024년_대한민국의_텔레비전_드라마_목록,Sat,41,,구글,18,,파이썬,13,,번역,13,,NA,18,,기계_번역,16,,,,,,
주기율표,Fri,41,,기후_변화,18,,나눗셈기호,12,,예수의_부활,13,,강감찬,18,,대한민국의_대통령_목록,16,,,,,,
이강인,Mon,41,,김훈_(고려),18,,이순신,12,,오아시스_(드라마),13,,끝내주는_해결사,18,,디스코드_(소프트웨어),16,,,,,,
제곱미터,Wed,40,,뮤토렌트,18,,카를레스_푸지데몬,12,,요한_아담_샬_폰_벨,13,,도_(각도),18,,미스트롯_3,16,,,,,,
제곱미터,Fri,40,,뱀뱀,18,,,,,전지현,13,,뮤토렌트,18,,베트남,16,,,,,,
이순신,Fri,40,,비비_(대한민국의_가수),18,,,,,정부24,13,,바레인,18,,세월호_침몰_사고,16,,,,,,
독도,Thu,39,,석사장교,18,,,,,카를레스_푸지데몬,13,,상고대,18,,조국_(법학자),16,,,,,,
정월_대보름,Mon,39,,아프리카TV,18,,,,,플러스마이너스,13,,아르투어_쇼펜하우어,18,,토렌트,16,,,,,,
킬러들의_쇼핑몰,Mon,39,,위르겐_클린스만,18,,,,,2022_개정_교육과정,12,,역슬래시,18,,GPT_(언어_모델),15,,,,,,
이에이트,Fri,38,,유로,18,,,,,5·18_광주_민주화_운동,12,,조현우,18,,대한민국_제22대_국회의원_선거,15,,,,,,
2023년_AFC_아시안컵,Tue,38,,인공지능,18,,,,,Vue.js,12,,홍제역,18,,말레이시아,15,,,,,,
ChatGPT,Mon,38,,재벌X형사,18,,,,,대전광역시,12,,2020년_의사_파업,17,,배현진,15,,,,,,
국가별_국가_코드_목록,Thu,38,,특별자치도,18,,,,,대한민국_제21대_국회의원_선거_더불어민주당_후보_목록,12,,MZ세대,17,,아르투어_쇼펜하우어,15,,,,,,
이승만,Mon,38,,티모시_샬라메,18,,,,,박용진_(정치인),12,,TCP/UDP의_포트_목록,17,,아마존_프라임,15,,,,,,
장흥군의_행정_구역,Fri,38,,플러스마이너스,18,,,,,반야심경,12,,강지영_(아나운서),17,,알렉세이_나발니,15,,,,,,
대한민국의_국민연금,Mon,38,,현대힘스,18,,,,,북구_(울산_선거구),12,,몬테네그로,17,,이승구_(1959년),15,,,,,,
중앙응급의료센터,Thu,37,,고려_거란_전쟁_(드라마),17,,,,,싱가포르,12,,배상훈,17,,이승만,15,,,,,,
대한민국의_행정_구역,Wed,37,,나눗셈기호,17,,,,,ㅇ,12,,세븐틴_(음악_그룹),17,,인천_상륙_작전,15,,,,,,
이중근_(1941년),Tue,37,,나무위키,17,,,,,조용헌,12,,원영식,17,,전청조,15,,,,,,
에펨코리아,Sat,37,,동아시아,17,,,,,,,,킬러들의_쇼핑몰,17,,한받,15,,,,,,
친이낙연계,Thu,37,,디시인사이드,17,,,,,,,,₩,16,,MZ세대,14,,,,,,
설날,Sat,37,,아시아,17,,,,,,,,2023년_AFC_아시안컵_결선_토너먼트,16,,강감찬,14,,,,,,
이상민_(1958년),Sun,37,,안중근,17,,,,,,,,5·18_광주_민주화_운동,16,,김성오,14,,,,,,
안귀령,Sun,37,,애플_비전_프로,17,,,,,,,,송파구_갑,16,,대한민국의_AFC_아시안컵_성적,14,,,,,,
주기율표,Mon,37,,엔비디아,17,,,,,,,,윤석열,16,,동아그룹,14,,,,,,
거룡,Tue,36,,오스트레일리아,17,,,,,,,,전지희,16,,빈센트_반_고흐,14,,,,,,
PID_제어기,Mon,36,,우당탕탕_패밀리,17,,,,,,,,지미_O._양,16,,생성형_인공지능,14,,,,,,
제시_린가드,Tue,36,,임팩트_레슬링,17,,,,,,,,ㅊ,16,,셰놀_귀네슈,14,,,,,,
대한민국의_국민연금,Thu,36,,잡코리아,17,,,,,,,,허참,16,,신현영,14,,,,,,
한동훈_(법조인),Thu,36,,제시_린가드,17,,,,,,,,EICAR_테스트_파일,15,,유상증자,14,,,,,,
아프리카TV,Thu,35,,차예련,17,,,,,,,,권영수,15,,이재용,14,,,,,,
코셈,Fri,35,,치지직,17,,,,,,,,노스이스턴_대학교,15,,이호성_(1967년),14,,,,,,
대한민국,Mon,35,,황효진,17,,,,,,,,대한민국의_대통령_목록,15,,전북특별자치도,14,,,,,,
아시아,Thu,35,,2023년_AFC_아시안컵_결선_토너먼트,16,,,,,,,,마이크로비트,15,,체크_표시,14,,,,,,
제곱미터,Mon,35,,ASCII,16,,,,,,,,말레이시아,15,,트위터,14,,,,,,
미스터_&_미세스_스미스_(드라마),Sat,35,,ISO_8601,16,,,,,,,,박정희,15,,₩,13,,,,,,
대한민국,Wed,35,,구글_지도,16,,,,,,,,반야심경,15,,5·18_광주_민주화_운동,13,,,,,,
살인자ㅇ난감,Mon,35,,대한민국의_대통령_목록,16,,,,,,,,삼각함수,15,,ASCII,13,,,,,,
임혁백,Fri,35,,대한민국의_인터넷_신조어_목록,16,,,,,,,,삼성전자,15,,ISO_8601,13,,,,,,
알레산드로_볼타,Sun,35,,바누아투,16,,,,,,,,생성형_인공지능,15,,KB국민은행,13,,,,,,
정월_대보름,Sun,35,,불가촉천민,16,,,,,,,,서태지와_이지아의_결혼과_이혼,15,,Sandwich_Pussyjob,13,,,,,,
박신혜,Mon,35,,사르다르_아즈문,16,,,,,,,,세움터,15,,고요한,13,,,,,,
정몽규,Mon,35,,생성형_인공지능,16,,,,,,,,셰놀_귀네슈,15,,나영_(2004년),13,,,,,,
젠슨_황,Thu,34,,알리익스프레스,16,,,,,,,,신스_(래퍼),15,,더불어민주당,13,,,,,,
이지아,Fri,34,,양현준,16,,,,,,,,에키드나,15,,덩샤오핑_이론,13,,,,,,
로마_숫자,Fri,34,,요르단_축구_국가대표팀,16,,,,,,,,유전율,15,,류원기,13,,,,,,
방실이,Wed,34,,우리은행,16,,,,,,,,전두환,15,,박순애_(교수),13,,,,,,
구글_번역,Thu,34,,유의_확률,16,,,,,,,,카타르,15,,부럼,13,,,,,,
최경용,Fri,34,,인천_상륙_작전,16,,,,,,,,플러스마이너스,15,,비비_(대한민국의_가수),13,,,,,,
남궁원,Tue,34,,춘절,16,,,,,,,,홍익표_(1967년),15,,소프트웨어,13,,,,,,
서윤아,Thu,34,,핀터레스트,16,,,,,,,,히포크라테스_선서,15,,수성,13,,,,,,
제곱미터,Thu,34,,홋카이도,16,,,,,,,,D,14,,야마모토_요코,13,,,,,,
안민석,Fri,34,,6.25_전쟁,15,,,,,,,,고양이,14,,유승희,13,,,,,,
에펨코리아,Tue,34,,ISO_26262,15,,,,,,,,김건희,14,,인도네시아,13,,,,,,
대한민국의_국민연금,Tue,34,,기계_번역,15,,,,,,,,김구,14,,제주항공,13,,,,,,
개혁신당_(2024년),Wed,34,,데이터베이스_트랜잭션,15,,,,,,,,대만,14,,카를레스_푸지데몬,13,,,,,,
마리_앙투아네트,Sat,34,,루비콘강,15,,,,,,,,독일,14,,케이뱅크,13,,,,,,
대한민국의_인터넷_신조어_목록,Thu,34,,말레이시아,15,,,,,,,,미국,14,,태국,13,,,,,,
정찬민_(1958년),Mon,34,,무신정변,15,,,,,,,,박신양,14,,트위치,13,,,,,,
최경용,Thu,33,,세월호_침몰_사고,15,,,,,,,,백일섭,14,,플러스마이너스,13,,,,,,
대한민국의_국민연금,Wed,33,,"세작,_매혹된_자들",15,,,,,,,,서대문구_을,14,,한국신용정보원,13,,,,,,
마포구_을,Fri,33,,손흥민,15,,,,,,,,소방사,14,,한국장학재단,13,,,,,,
코드닷오알지,Thu,33,,어쩔티비,15,,,,,,,,시카고_불스,14,,유로,12,,,,,,
정몽규,Sat,33,,장연우,15,,,,,,,,신한은행,14,,임태희,12,,,,,,
동성중학교_(경기),Fri,33,,정대세,15,,,,,,,,심하은,14,,정부24,12,,,,,,
알렉세이_나발니,Mon,33,,코알라,15,,,,,,,,싱가포르,14,,진정_(배우),12,,,,,,
킬러들의_쇼핑몰,Tue,33,,텐트_밖은_유럽_남프랑스_편,15,,,,,,,,염혜란,14,,파이썬,12,,,,,,
한백희,Thu,33,,현종_(고려),15,,,,,,,,우당탕탕_패밀리,14,,,,,,,,,
구글의_이스터_에그_목록,Mon,33,,화성,15,,,,,,,,원소_목록,14,,,,,,,,,
이강인,Sun,33,,황야_(영화),15,,,,,,,,윤달,14,,,,,,,,,
최질,Sun,33,,12·12_군사_반란,14,,,,,,,,조규성,14,,,,,,,,,
구글의_이스터_에그_목록,Thu,32,,RAPIEnet,14,,,,,,,,조선민주주의인민공화국,14,,,,,,,,,
한국교육방송공사,Thu,32,,과천율목초등학교,14,,,,,,,,지구_온난화,14,,,,,,,,,
어셔,Mon,32,,그레나다,14,,,,,,,,찰리와_초콜릿_공장_(영화),14,,,,,,,,,
사순절,Wed,32,,다나와,14,,,,,,,,춘절,14,,,,,,,,,
제곱미터,Tue,32,,대한민국의_영화_흥행_기록,14,,,,,,,,피도_눈물도_없이_(드라마),14,,,,,,,,,
