,,,,,Mon,,,Tue,,,Wed,,,Thu,,,Fri,,,Sat,,,Sun
전공의,Wed,106,,EICAR_테스트_파일,77,,나균안,65,,로마_숫자,39,,전공의,48,,대한민국의_국민연금,54,,마리_앙투아네트,31,,에펨코리아,30
대한민국의_국민연금,Mon,104,,한동훈_(법조인),77,,대한민국_축구_국가대표팀,65,,주기율표,39,,월요일로_시작하는_윤년,47,,엔비디아,54,,이강인,29,,토렌트,30
전현희,Tue,99,,제시_린가드,76,,대한민국의_국민연금,62,,히포크라테스_선서,37,,쿠팡,46,,에펨코리아,52,,우당탕탕_패밀리,28,,한국교육방송공사,29
여배우_공작단,Thu,98,,쿠팡,69,,쿠팡,62,,에펨코리아,36,,대한민국의_국민연금,45,,황정음,52,,구글_번역,27,,정치인,26
발렌타인데이,Tue,97,,조국_(법학자),65,,로마_숫자,55,,제곱미터,36,,다음,43,,웨이백_머신,48,,뮤토렌트,27,,수지맞은_우리,25
모니카_르윈스키,Thu,93,,영등포구_갑,64,,이범호,55,,킬러들의_쇼핑몰,36,,세월호_침몰_사고,43,,오영수_(배우),46,,살인자ㅇ난감,27,,이승만,25
이승만,Wed,91,,한지민_(의사),63,,국가별_국가_코드_목록,53,,아프리카,35,,조국_(법학자),42,,로마_숫자,43,,지구_온난화,27,,피어엑스,25
지구_온난화,Mon,86,,살인자ㅇ난감,62,,다음,53,,정월_대보름,35,,이자은,41,,한국교육방송공사,43,,5·18_광주_민주화_운동,26,,전공의,24
도봉구_갑,Fri,86,,최질,60,,한국교육방송공사,52,,개혁신당_(2024년),33,,로마_숫자,40,,대한민국,41,,배복주,26,,트위치,23
윤태식,Mon,82,,용인시_갑,57,,고민정,51,,신정론,33,,정준영,39,,젠슨_황,40,,유빈_(1997년),26,,로마_숫자,20
AFC_아시안컵,Mon,81,,로마_숫자,56,,카리나_(가수),51,,용인시_갑,33,,ChatGPT,38,,한동훈_(법조인),40,,장태완,26,,트위터,19
이재용,Mon,79,,에펨코리아,55,,위르겐_클린스만,50,,구글_번역,30,,국가별_국가_코드_목록,38,,ChatGPT,36,,트위치,26,,아라비아_숫자,18
이창희_(영화_감독),Mon,79,,구글_번역,54,,이승만,49,,대한민국,30,,앵귤러_(애플리케이션_플랫폼),37,,파묘,35,,임금님_랭킹,23,,현종_(고려),18
이창희_(영화_감독),Tue,78,,개포_디에이치_퍼스티어_아이파크,53,,구글_번역,48,,구글,29,,구글_번역,33,,넓적다리,34,,영생교,22,,효심이네_각자도생,18
한동훈_(법조인),Mon,77,,국가별_국가_코드_목록,50,,신장식,48,,DPR_이안,28,,트위치,33,,배인순,34,,정몽규,22,,기계_번역,17
EICAR_테스트_파일,Mon,77,,수지_김_사건,50,,피독,47,,대한민국의_행정_구역,26,,르윈스키_스캔들,32,,정원철_(음악가),34,,최영일_(1966년),22,,다음,17
제시_린가드,Mon,76,,제곱미터,50,,ChatGPT,46,,비비_(대한민국의_가수),26,,안귀령,32,,2023년_AFC_아시안컵,33,,허일,22,,엑스큐트,17
이강인,Sun,73,,신장식,49,,김책공업종합대학,46,,이강인,26,,홍영표,32,,티모시_샬라메,33,,최민식,21,,강감찬,16
이재욱_(1998년),Tue,72,,킬러들의_쇼핑몰,49,,대한민국_축구_국가대표팀_감독과_수석코치_명단_기록,46,,트위터,26,,기계_번역,31,,구글_번역,32,,아프리카,20,,구글,16
AFC_아시안컵,Fri,70,,강감찬,48,,대형_언어_모델,46,,기계_번역,24,,대한민국,31,,배지현,32,,위르겐_클린스만,20,,장송의_프리렌,16
다음,Fri,70,,박신혜,48,,나훈아,44,,치지직,24,,제곱미터,31,,이수진_(법조인_출신_정치인),32,,공지호,19,,정몽규,16
노웅래,Fri,70,,이강인,48,,대한축구협회,43,,KS_X_1001의_특수_문자,23,,대한민국_제21대_국회의원_선거,30,,황효진,32,,보나_(1995년),19,,마리_앙투아네트,15
전공의,Fri,70,,한국교육방송공사,48,,에펨코리아,42,,류드밀라_푸티나,23,,마크_저커버그,30,,조윤선,31,,수지맞은_우리,19,,사순절,15
쿠팡,Mon,69,,5·18_광주_민주화_운동,47,,정세영,42,,구글_지도,22,,순천풍덕중학교,30,,히포크라테스_선서,31,,알렉세이_나발니,19,,알렉세이_나발니,15
오지영_(배구_선수),Tue,68,,위성정당,47,,중구·성동구_갑,42,,국제전화_국가_번호,21,,안민석,30,,KS_X_1001의_특수_문자,30,,GPT_(언어_모델),18,,용감무쌍_용수정,15
여주시장,Tue,67,,이승만,46,,함운경,42,,박민영,21,,임혁백,30,,계양구_을,30,,대한민국,18,,대한민국,14
트위치,Tue,67,,주기율표,46,,살인자ㅇ난감,41,,사람인에이치알,21,,3·1_운동,28,,대한민국_소방공무원의_계급_목록,30,,피도_눈물도_없이_(드라마),18,,디스코드_(소프트웨어),14
안귀령,Tue,66,,ChatGPT,45,,대한민국,39,,사순절,21,,업비트,28,,오스트레일리아_축구_국가대표팀,30,,Kei_(가수),17,,미녀와_순정남,14
백정원,Thu,65,,정몽규,45,,제곱미터,39,,성남시_분당구_을,20,,이승만,27,,제곱미터,30,,김다솜_(배우),17,,파나마_운하,14
쿠팡,Fri,65,,고준,44,,연합뉴스,37,,아프리카TV,20,,비트코인,26,,지구_온난화,30,,로마_숫자,17,,ㅛ,14
3·1절,Thu,65,,2023년_AFC_아시안컵,42,,12·12_군사_반란,35,,위르겐_클린스만,20,,비트토렌트,26,,홍기빈,30,,싱가포르,17,,,
나균안,Tue,65,,오컬트,40,,유럽,35,,일본,20,,구글,24,,대한민국_제21대_국회의원_선거,29,,원영식,17,,,
대한민국_축구_국가대표팀,Tue,65,,개혁신당_(2024년),39,,주기율표,35,,2020년_의사_파업,19,,그레타_리,24,,마리_앙투아네트,29,,비트토렌트,16,,,
조국_(법학자),Mon,65,,트위치,39,,이효리,34,,대마불사,19,,대한민국_제22대_국회의원_선거,24,,나무위키,28,,스트리트_킹,16,,,
영등포구_갑,Mon,64,,치지직,38,,임종석,34,,아일릿,19,,유관순,24,,아프리카TV,28,,알리익스프레스,16,,,
한지민_(의사),Mon,63,,다음,36,,김덕영,32,,연합뉴스,19,,임종석,24,,윤석열,28,,고려_우왕,15,,,
쿠팡,Tue,62,,배복주,36,,킬러들의_쇼핑몰,32,,전현희,19,,어글리후드,23,,이준석,28,,구글의_이스터_에그_목록,15,,,
대한민국의_국민연금,Tue,62,,신사동호랭이,36,,엔비디아,31,,특별자치도,19,,트위터,23,,주호민,28,,닥터_슬럼프_(드라마),15,,,
살인자ㅇ난감,Mon,62,,파묘,36,,윤희숙,31,,가운뎃점,18,,김건희,21,,철권,28,,박지성,15,,,
ChatGPT,Wed,61,,고양시_갑,35,,홍영표,31,,김영주_(1955년),18,,앨버트_테일러,21,,치지직,28,,전두환,15,,,
최질,Mon,60,,류현진,35,,나무위키,30,,나무위키,18,,전두환,21,,강미정,27,,효심이네_각자도생,15,,,
티모시_샬라메,Wed,59,,히포크라테스_선서,35,,사순절,30,,송파구_갑,18,,주기율표,21,,소방장,27,,나무위키,14,,,
티모시_샬라메,Thu,59,,기계_번역,34,,이서진,30,,수학_기호,18,,토렌트,21,,아시아,27,,다음,14,,,
사순절,Sat,59,,대한민국_제21대_국회의원_선거,34,,장태완,30,,주영형,18,,₩,20,,아프리카,27,,밤에_피는_꽃,14,,,
용인시_갑,Mon,57,,설날_(한국),34,,대한민국_제21대_국회의원_선거,29,,경찰_계급,17,,2002년_FIFA_월드컵,20,,2020년_의사_파업,26,,세월호_침몰_사고,14,,,
제시_린가드,Fri,57,,구글,33,,박용찬_(1964년),29,,대한민국의_대통령_목록,17,,2002년_FIFA_월드컵_결선_토너먼트,20,,DPR_이안,26,,아이템매니아,14,,,
오타니_쇼헤이,Thu,57,,김덕영,32,,파묘,29,,베트남,17,,9·11_테러,20,,대한민국_제22대_국회의원_선거,26,,정치인,14,,,
쿠팡,Sat,56,,아시아,32,,GPT_(언어_모델),28,,사랑의_인사,17,,IMAX_상영관_목록,20,,대한민국_축구_국가대표팀,25,,주기율표,14,,,
로마_숫자,Mon,56,,장재현,32,,박항서,28,,서승만,17,,동원중학교_(대구),20,,루비콘강,25,,최경용,14,,,
국가별_국가_코드_목록,Fri,56,,KS_X_1001의_특수_문자,31,,전두환,28,,선형_변환,17,,딜쿠샤,20,,류현진,25,,,,,,
모건_프리먼,Thu,56,,야마나카_신야,31,,고양이,27,,수지맞은_우리,17,,가운뎃점,19,,오스트레일리아,25,,,,,,
로마_숫자,Tue,55,,이중근_(1941년),31,,비비_(대한민국의_가수),27,,악마들,17,,김모임,19,,주기율표,25,,,,,,
에펨코리아,Mon,55,,대한민국,30,,비트토렌트,27,,알렉세이_나발니,17,,나무위키,19,,노승환,24,,,,,,
이범호,Tue,55,,대한민국의_행정_구역,30,,용인시_갑,27,,전두환,17,,아카라이브,19,,디시인사이드,24,,,,,,
엔비디아,Fri,54,,선우중호,30,,윤석열,27,,조국_(법학자),17,,일광중학교,19,,원더풀_월드,24,,,,,,
수직농업,Wed,54,,성적_삽입,30,,기계_번역,26,,ASCII,16,,2월_29일,18,,조국_(법학자),24,,,,,,
다음,Wed,54,,아프리카TV,30,,대한민국의_행정_구역,26,,PID_제어기,16,,51구역,18,,데이터_시각화,23,,,,,,
구글_번역,Mon,54,,이서진,30,,박영순_(1964년),26,,TCP/UDP의_포트_목록,16,,구글의_이스터_에그_목록,18,,무엇이든_물어보세요,23,,,,,,
대한민국의_국민연금,Fri,54,,지채문,30,,아프리카TV,26,,독도,16,,국제전화_국가_번호,18,,미리캔버스,23,,,,,,
개포_디에이치_퍼스티어_아이파크,Mon,53,,12·12_군사_반란,29,,알리익스프레스,26,,로이드_벤슨,16,,대한민국의_행정_구역,18,,용감무쌍_용수정,23,,,,,,
국가별_국가_코드_목록,Tue,53,,위르겐_클린스만,29,,마리_앙투아네트,25,,류현진,16,,파묘,18,,이수진_(간호사_출신_정치인),23,,,,,,
다음,Tue,53,,김훈_(고려),28,,서울의_봄,25,,마리_앙투아네트,16,,사토시_나카모토,17,,인공지능,23,,,,,,
윤년,Thu,52,,미국의_공휴일,28,,테일러_스위프트,25,,마이크로소프트_365_코파일럿,16,,지구_온난화,17,,최원석_(기업인),23,,,,,,
한국교육방송공사,Tue,52,,서산비행장,28,,가운뎃점,24,,싱가포르,16,,차은우,17,,5·18_광주_민주화_운동,22,,,,,,
황정음,Fri,52,,오픈AI,28,,김건희,24,,오의식,16,,최영일_(1966년),17,,권도형,22,,,,,,
에펨코리아,Fri,52,,2024년_대한민국_의사_파업,27,,박장범,24,,우리은행,16,,치지직,17,,미녀와_순정남,22,,,,,,
고민정,Tue,51,,고민정,27,,손흥민,24,,잡코리아,16,,트란스니스트리아,17,,트위치,22,,,,,,
국가별_국가_코드_목록,Wed,51,,미녀와_순정남,27,,티모시_샬라메,24,,최홍만,16,,대한민국의_공휴일,16,,황야_(영화),22,,,,,,
카리나_(가수),Tue,51,,아프리카,27,,하나회,24,,파이썬,16,,대한항공,16,,샌드위치_보지잡(Sandwich_Pussyjob),21,,,,,,
제곱미터,Mon,50,,알렉세이_나발니,27,,홍익표_(1967년),24,,허은아,16,,산업용_로봇,16,,안유진,21,,,,,,
수지_김_사건,Mon,50,,윤석열,27,,3·1절,23,,황의조,16,,셀린_송,16,,우당탕탕_패밀리,21,,,,,,
위르겐_클린스만,Tue,50,,임종성,27,,고윤정,23,,김한정,15,,용감무쌍_용수정,16,,51구역,20,,,,,,
국가별_국가_코드_목록,Mon,50,,전두환,27,,박정희,23,,내_남편과_결혼해줘,15,,원더풀_월드,16,,MZ세대,20,,,,,,
신장식,Mon,49,,현종_(고려),27,,윤달,23,,니카이도_후미,15,,이화린,16,,가운뎃점,20,,,,,,
킬러들의_쇼핑몰,Mon,49,,2020년_의사_파업,26,,전공의,23,,다나와,15,,ASCII,15,,구글,20,,,,,,
치지직,Sat,49,,국제전화_국가_번호,26,,정주영,23,,미녀와_순정남,15,,고양시_갑,15,,비트토렌트,20,,,,,,
한국교육방송공사,Thu,49,,김건희,26,,팝콘티비,23,,박신혜,15,,미국,15,,세월호_침몰_사고,20,,,,,,
이승만,Tue,49,,나무위키,26,,구글,22,,손흥민,15,,박경추,15,,수학_기호,20,,,,,,
에펨코리아,Thu,49,,마리_앙투아네트,26,,김민석_(정치인),22,,스웨디시마사지,15,,싱가포르,15,,싱가포르,20,,,,,,
신장식,Tue,48,,석사장교,26,,에버랜드,22,,젠데이아,15,,알베르트_아인슈타인_의과대학,15,,양승조,20,,,,,,
웨이백_머신,Fri,48,,최태준,26,,예정화,22,,조기숙,15,,에어비앤비,15,,조정석,20,,,,,,
박신혜,Mon,48,,SIM_카드,25,,정월_대보름,22,,플러스마이너스,15,,윌리엄_S._비어즐리,15,,GPT_(언어_모델),19,,,,,,
한국교육방송공사,Mon,48,,노정의,25,,치지직,22,,12·12_군사_반란,14,,이낙연,15,,경찰_계급,19,,,,,,
강감찬,Mon,48,,뉴턴_(단위),25,,에어비앤비,21,,강감찬,14,,임세미,15,,국제전화_국가_번호,19,,,,,,
쿠팡,Sun,48,,도봉구_갑,25,,장재현,21,,글루타티온,14,,펠라치오,15,,뉴턴_(단위),19,,,,,,
구글_번역,Tue,48,,사람인에이치알,25,,트위터,21,,대한민국_제22대_국회의원_선거,14,,함운경,15,,대한민국의_행정_구역,19,,,,,,
윤달,Thu,48,,서정숙,25,,HTML,20,,리눅스_배포판,14,,고영욱,14,,배인숙,19,,,,,,
이강인,Mon,48,,원영식,25,,KS_X_1001의_특수_문자,20,,마크_저커버그,14,,기동민,14,,비비_(대한민국의_가수),19,,,,,,
전공의,Thu,48,,장세동,25,,다나와,20,,뮤토렌트,14,,대한민국의_국회의원_선거구_목록,14,,에탄올,19,,,,,,
위성정당,Mon,47,,장태완,25,,삭소펀드,20,,서울특별시,14,,몰도바,14,,예당고등학교_(경기),19,,,,,,
5·18_광주_민주화_운동,Mon,47,,정유경_(기업인),25,,서울특별시,20,,엔비디아,14,,박정희,14,,이승만,19,,,,,,
피독,Tue,47,,하서윤,25,,송하윤,20,,인도네시아,14,,비비_(대한민국의_가수),14,,이지아,19,,,,,,
월요일로_시작하는_윤년,Thu,47,,KB국민은행,24,,수학_기호,20,,중구·성동구_갑,14,,시간대,14,,2024년_동계_청소년_올림픽,18,,,,,,
ChatGPT,Tue,46,,TCP/UDP의_포트_목록,24,,신사동호랭이,20,,지구_온난화,14,,안중근,14,,김용준_(가수),18,,,,,,
대한민국_축구_국가대표팀_감독과_수석코치_명단_기록,Tue,46,,노태우,24,,지구_온난화,20,,콘스탄틴_(영화),14,,용인시_갑,14,,사순절,18,,,,,,
쿠팡,Thu,46,,비비_(대한민국의_가수),24,,한동훈_(법조인),20,,튀르키예,14,,페이커_(프로게이머),14,,설날_(한국),18,,,,,,
대형_언어_모델,Tue,46,,수학_기호,24,,3·1_운동,19,,트위치,14,,핀터레스트,14,,안규백,18,,,,,,
김책공업종합대학,Tue,46,,오영환_(1988년),24,,5·18_광주_민주화_운동,19,,피도_눈물도_없이_(드라마),14,,,,,이빛글로벌,18,,,,,,
이승만,Mon,46,,음양오행설,24,,개혁신당_(2024년),19,,아르기닌,13,,,,,이태석,18,,,,,,
주기율표,Mon,46,,코바나컨텐츠,24,,서울의_봄_(영화),19,,오행,13,,,,,임혁백,18,,,,,,
대한민국의_국민연금,Wed,46,,2024년_대한민국의_텔레비전_드라마_목록,23,,양주시장,19,,유럽,13,,,,,제주특별자치도,18,,,,,,
오영수_(배우),Fri,46,,고려_거란_전쟁_(드라마),23,,인재근,19,,유의_확률,13,,,,,파르테논_신전,18,,,,,,
정몽규,Mon,45,,대형_언어_모델,23,,찰루키아,19,,윤석열,13,,,,,페이커_(프로게이머),18,,,,,,
ChatGPT,Mon,45,,베트남,23,,춘절,19,,정몽준,13,,,,,ASCII,17,,,,,,
대한민국의_국민연금,Thu,45,,비트토렌트,23,,칼리닌그라드,19,,,,,,,,KB국민은행,17,,,,,,
쿠팡,Wed,45,,삼산고등학교_(울산),23,,51구역,18,,,,,,,,도_(각도),17,,,,,,
나훈아,Tue,44,,세월호_침몰_사고,23,,TCP/UDP의_포트_목록,18,,,,,,,,뮤토렌트,17,,,,,,
고준,Mon,44,,양현준,23,,강감찬,18,,,,,,,,베니_힌,17,,,,,,
대한축구협회,Tue,43,,오스트레일리아,23,,구글의_이스터_에그_목록,18,,,,,,,,연합뉴스,17,,,,,,
로마_숫자,Fri,43,,입춘,23,,김가영_(기상캐스터),18,,,,,,,,이영돈,17,,,,,,
다음,Thu,43,,친이낙연계,23,,대한민국의_대통령_목록,18,,,,,,,,일본_천황,17,,,,,,
한국교육방송공사,Fri,43,,싱가포르,22,,도봉구_갑,18,,,,,,,,중앙응급의료센터,17,,,,,,
치지직,Sun,43,,알리익스프레스,22,,마크다운,18,,,,,,,,트위터,17,,,,,,
에펨코리아,Sat,43,,유로,22,,부산진구_갑,18,,,,,,,,한국공학한림원,17,,,,,,
세월호_침몰_사고,Thu,43,,테일러_스위프트,22,,오픈AI,18,,,,,,,,TCP/UDP의_포트_목록,16,,,,,,
정세영,Tue,42,,텐트_밖은_유럽_남프랑스_편,22,,유재석,18,,,,,,,,구글_드라이브,16,,,,,,
중구·성동구_갑,Tue,42,,플러스마이너스,22,,정몽구,18,,,,,,,,김건희,16,,,,,,
조국_(법학자),Thu,42,,핀터레스트,22,,정몽준,18,,,,,,,,노량_해전,16,,,,,,
2023년_AFC_아시안컵,Mon,42,,대한민국_제22대_국회의원_선거,21,,구글_지도,17,,,,,,,,노종면,16,,,,,,
함운경,Tue,42,,대한민국의_AFC_아시안컵_성적,21,,국제전화_국가_번호,17,,,,,,,,대한민국의_대통령_목록,16,,,,,,
방실이,Wed,42,,대한민국의_대통령_목록,21,,대한민국_제22대_국회의원_선거,17,,,,,,,,블루스크린,16,,,,,,
에펨코리아,Tue,42,,대한민국–이란_축구_라이벌전,21,,베이즈_정리,17,,,,,,,,성남시_분당구_갑,16,,,,,,
살인자ㅇ난감,Tue,41,,뮤토렌트,21,,성남시_분당구_갑,17,,,,,,,,세_번째_결혼,16,,,,,,
이자은,Thu,41,,사오위웨이,21,,젠슨_황,17,,,,,,,,수지맞은_우리,16,,,,,,
대한민국,Fri,41,,영등포구_을,21,,중구·성동구_을,17,,,,,,,,아르투어_쇼펜하우어,16,,,,,,
김설현,Sat,41,,왕가도,21,,차은우,17,,,,,,,,한강_인도교_폭파,16,,,,,,
설날,Sat,41,,정월_대보름,21,,형제복지원,17,,,,,,,,개혁신당_(2024년),15,,,,,,
한국교육방송공사,Wed,41,,차은우,21,,2026년_FIFA_월드컵_아시아_지역_예선,16,,,,,,,,구글_지도,15,,,,,,
오컬트,Mon,40,,효심이네_각자도생,21,,DPR_이안,16,,,,,,,,기계_번역,15,,,,,,
젠슨_황,Fri,40,,3·1절,20,,괌,16,,,,,,,,김관진_(군인),15,,,,,,
로마_숫자,Thu,40,,가운뎃점,20,,글루타티온,16,,,,,,,,김종인,15,,,,,,
한동훈_(법조인),Fri,40,,경기도시흥교육지원청,20,,김병연,16,,,,,,,,달집태우기,15,,,,,,
정준영,Thu,39,,대한민국_축구_국가대표팀,20,,미국,16,,,,,,,,대한민국의_인구순_도시_목록,15,,,,,,
개혁신당_(2024년),Mon,39,,미리캔버스,20,,싱가포르,16,,,,,,,,보름,15,,,,,,
제곱미터,Tue,39,,삼성_갤럭시_노트_3,20,,업비트,16,,,,,,,,성남시_분당구_을,15,,,,,,
로마_숫자,Wed,39,,"세작,_매혹된_자들",20,,인공지능,16,,,,,,,,수도권_전철_3호선,15,,,,,,
대한민국,Tue,39,,요르단_축구_국가대표팀,20,,제미니_(언어_모델),16,,,,,,,,신짱구,15,,,,,,
트위치,Mon,39,,우리은행,20,,태국,16,,,,,,,,아카라이브,15,,,,,,
주기율표,Wed,39,,이순신,20,,한국장학재단,16,,,,,,,,원희룡,15,,,,,,
배복주,Sun,39,,전해철,20,,2024년_대한민국_의사_파업,15,,,,,,,,장재현,15,,,,,,
ChatGPT,Thu,38,,정재은_(기업인),20,,2024년_미국_대통령_선거,15,,,,,,,,제주도,15,,,,,,
치지직,Mon,38,,토렌트,20,,대니_구,15,,,,,,,,지름,15,,,,,,
국가별_국가_코드_목록,Thu,38,,트위터,20,,도_(각도),15,,,,,,,,최원석,15,,,,,,
대한민국의_국민연금,Sat,38,,ASCII,19,,마동석,15,,,,,,,,킬러들의_쇼핑몰,15,,,,,,
아프리카TV,Sat,37,,경찰_계급,19,,메일_머지,15,,,,,,,,플러스마이너스,15,,,,,,
히포크라테스_선서,Wed,37,,김고은,19,,박신혜,15,,,,,,,,홍익표_(1967년),15,,,,,,
한국교육방송공사,Sat,37,,독일,19,,범죄도시4,15,,,,,,,,괌,14,,,,,,
연합뉴스,Tue,37,,발렌타인데이,19,,베트남,15,,,,,,,,김영주_(1955년),14,,,,,,
앵귤러_(애플리케이션_플랫폼),Thu,37,,손흥민,19,,부산광역시,15,,,,,,,,대한민국의_중앙행정기관,14,,,,,,
배복주,Mon,36,,유럽,19,,서구·동구,15,,,,,,,,소방교,14,,,,,,
에펨코리아,Wed,36,,테디_(음악가),19,,세월호_침몰_사고,15,,,,,,,,에라스무스_대학교,14,,,,,,
파묘,Mon,36,,티모시_샬라메,19,,수지맞은_우리,15,,,,,,,,오지영_(배구_선수),14,,,,,,
다음,Mon,36,,프란체스카_도너,19,,이상헌_(1954년),15,,,,,,,,유전율,14,,,,,,
제곱미터,Wed,36,,함운경,19,,이원종_(1966년),15,,,,,,,,이화림,14,,,,,,
신사동호랭이,Mon,36,,함익병,19,,정의선,15,,,,,,,,페이스북,14,,,,,,
킬러들의_쇼핑몰,Wed,36,,황야_(영화),19,,정인영_(방송인),15,,,,,,,,하나회,14,,,,,,
ChatGPT,Fri,36,,더불어민주당,18,,조인표,15,,,,,,,,,,,,,,,
12·12_군사_반란,Tue,35,,박정희,18,,코미디TV,15,,,,,,,,,,,,,,,
히포크라테스_선서,Mon,35,,서울의_봄,18,,크롬캐스트,15,,,,,,,,,,,,,,,
파묘,Fri,35,,서울의_봄_(영화),18,,토산_김씨,15,,,,,,,,,,,,,,,
주기율표,Tue,35,,설영우,18,,편승_효과,15,,,,,,,,,,,,,,,
아프리카,Wed,35,,설훈,18,,포르투갈_여자_축구_국가대표팀,15,,,,,,,,,,,,,,,
류현진,Mon,35,,요르단,18,,표준_편차,15,,,,,,,,,,,,,,,
유럽,Tue,35,,이화림,18,,플러스마이너스,15,,,,,,,,,,,,,,,
정월_대보름,Wed,35,,인도네시아,18,,홋카이도,15,,,,,,,,,,,,,,,
고양시_갑,Mon,35,,하공진,18,,화성시_을,15,,,,,,,,,,,,,,,
이효리,Tue,34,,헬베티카,18,,1995년_대한민국의_영화_목록,14,,,,,,,,,,,,,,,
대한민국_제21대_국회의원_선거,Mon,34,,.tv,17,,ASCII,14,,,,,,,,,,,,,,,
임종석,Tue,34,,6.25_전쟁,17,,MBTI,14,,,,,,,,,,,,,,,
기계_번역,Mon,34,,Ajax,17,,김해시_을,14,,,,,,,,,,,,,,,
넓적다리,Fri,34,,GPT_(언어_모델),17,,남진_(가수),14,,,,,,,,,,,,,,,
ChatGPT,Sun,34,,MZ세대,17,,네이트,14,,,,,,,,,,,,,,,
설날_(한국),Mon,34,,구글_지도,17,,대한민국_제20대_국회의원_선거,14,,,,,,,,,,,,,,,
배인순,Fri,34,,김종인,17,,로블록스,14,,,,,,,,,,,,,,,
정원철_(음악가),Fri,34,,내_남편과_결혼해줘,17,,마이크로소프트_엑셀,14,,,,,,,,,,,,,,,
구글,Mon,33,,니카이도_후미,17,,매개변수,14,,,,,,,,,,,,,,,
신정론,Wed,33,,더블랙레이블,17,,민동기,14,,,,,,,,,,,,,,,
개혁신당_(2024년),Wed,33,,박기서_(1948년),17,,방탄소년단,14,,,,,,,,,,,,,,,
용인시_갑,Wed,33,,뱀뱀,17,,백일섭,14,,,,,,,,,,,,,,,
아린,Sat,33,,서재필,17,,빗썸,14,,,,,,,,,,,,,,,
2023년_AFC_아시안컵,Fri,33,,스즈키_자이온,17,,삼성전자,14,,,,,,,,,,,,,,,
구글_번역,Thu,33,,엔비디아,17,,세움터,14,,,,,,,,,,,,,,,
트위치,Thu,33,,연합뉴스,17,,신라,14,,,,,,,,,,,,,,,
티모시_샬라메,Fri,33,,정호준,17,,애로의_불가능성_정리,14,,,,,,,,,,,,,,,
지구_온난화,Sun,33,,파이썬,17,,양향자,14,,,,,,,,,,,,,,,
김덕영,Mon,32,,판타지_라이프,17,,우리은행,14,,,,,,,,,,,,,,,
황효진,Fri,32,,환상연가_(드라마),17,,이나영_(1986년),14,,,,,,,,,,,,,,,
킬러들의_쇼핑몰,Tue,32,,ㅛ,17,,이미숙,14,,,,,,,,,,,,,,,
김덕영,Tue,32,,감람석,16,,일본_엔,14,,,,,,,,,,,,,,,
이수진_(법조인_출신_정치인),Fri,32,,그릿,16,,잡코리아,14,,,,,,,,,,,,,,,
르윈스키_스캔들,Thu,32,,나균안,16,,전민기,14,,,,,,,,,,,,,,,
홍영표,Thu,32,,네이트,16,,집단사고,14,,,,,,,,,,,,,,,
아시아,Mon,32,,레이_우롱,16,,파스칼_(단위),14,,,,,,,,,,,,,,,
장재현,Mon,32,,미국,16,,핀터레스트,14,,,,,,,,,,,,,,,
배지현,Fri,32,,밤에_피는_꽃,16,,한국의_성씨,14,,,,,,,,,,,,,,,
안귀령,Thu,32,,비옷,16,,2026년_FIFA_월드컵_예선,13,,,,,,,,,,,,,,,
구글_번역,Fri,32,,삼성물산과_제일모직의_합병,16,,강남구_을,13,,,,,,,,,,,,,,,
