,,,,,Mon,,,Tue,,,Wed,,,Thu,,,Fri,,,Sat,,,Sun
닐_모페이,Thu,85,,다음,37,,이승만,57,,대마불사_(경제학),32,,대한민국,41,,에펨코리아,35,,이강인,29,,리그_오브_레전드,26
이창희_(영화_감독),Tue,85,,대한민국,36,,패리스_잭슨,55,,용인시_갑,32,,주호민,41,,주기율표,34,,손흥민,28,,알레산드로_볼타,26
황정음,Thu,84,,한국교육방송공사,36,,트위치,54,,개혁신당_(2024년),31,,ChatGPT,40,,국가별_국가_코드_목록,32,,치지직,28,,최질,26
SBS_TV,Sun,84,,손흥민,34,,용인시_갑,53,,구글_지도,31,,ASCII,38,,코셈,32,,트위치,28,,안귀령,24
전공의,Thu,83,,설날_(한국),33,,해안분지,53,,정봉주,31,,김용준_(가수),37,,대한민국,31,,마야_어스킨,27,,힌두교,24
노웅래,Fri,81,,이중근_(1941년),31,,사순절,51,,DPR_이안,30,,홀로코스트,37,,안귀령,31,,대한민국_축구_국가대표팀,26,,대한민국의_국민연금,23
AFC_아시안컵,Tue,79,,황야_(영화),31,,신장식,51,,정월_대보름,29,,구글_번역,35,,히포크라테스_선서,30,,아프리카,26,,뮤토렌트,23
중구·성동구_갑,Tue,79,,구글,30,,제곱미터,51,,KS_X_1001의_특수_문자,28,,나당_전쟁,34,,뮤토렌트,29,,배복주,25,,베트남어,23
정몽규,Tue,78,,대한민국의_AFC_아시안컵_성적,30,,로마_숫자,50,,류현진,28,,2023년_AFC_아시안컵,32,,DPR_이안,28,,아카라이브,25,,신사동호랭이,23
용인시_갑,Mon,78,,아프리카TV,30,,피독,49,,임재욱,28,,김영주_(1955년),31,,류현진,28,,킬러들의_쇼핑몰,25,,트위치,23
발렌타인데이,Tue,77,,트위치,30,,한국교육방송공사,49,,한동훈_(법조인),28,,아시아,31,,한동훈_(법조인),27,,구글의_이스터_에그_목록,24,,트위터,23
쿠팡,Tue,71,,한동훈_(법조인),30,,ChatGPT,48,,이강인,27,,중앙응급의료센터,31,,대한민국_제21대_국회의원_선거,26,,설영우,24,,TVING,22
나훈아,Tue,67,,KS_X_1001의_특수_문자,29,,살인자ㅇ난감,48,,정원철_(음악가),26,,구글,30,,대한민국의_행정_구역,26,,스트리트_킹,24,,사회민주당_(대한민국),22
대한민국의_국민연금,Thu,65,,삼성물산과_제일모직의_합병,29,,전공의,48,,송파구_갑,25,,방실이,30,,사순절,26,,다음,23,,지구_온난화,22
대한민국의_국민연금,Tue,65,,원영식,29,,테일러_스위프트,48,,행렬,24,,아프리카TV,29,,조국_(법학자),26,,마리_앙투아네트,23,,정월_대보름,21
에펨코리아,Thu,63,,주호민,29,,박지윤_(방송인),47,,구글,23,,로봇,28,,KS_X_1001의_특수_문자,25,,대한민국,21,,집단_따돌림,21
이범호,Tue,62,,킬러들의_쇼핑몰,29,,에펨코리아,47,,구글_번역,23,,젠슨_황,28,,가운뎃점,25,,뮤토렌트,21,,나무위키,20
대한민국의_아카데미_국제영화상_출품작,Wed,61,,ChatGPT,28,,조기영,44,,배복주,23,,기계_번역,27,,기계_번역,25,,양반,21,,블락비,20
한국교육방송공사,Wed,61,,가운뎃점,28,,허준영,43,,자바스크립트_엔진,23,,대한민국의_의학전문대학원,27,,국제전화_국가_번호,24,,쿠바,21,,전지희,20
카리나_(가수),Tue,60,,응우옌푹응우옌,28,,윤재옥,42,,황의조,23,,엔비디아,27,,네이트,24,,피플_크루,21,,한국애니메이션고등학교,20
대한민국의_국민연금,Fri,60,,대한민국_제21대_국회의원_선거,27,,임종석,42,,기계_번역,22,,KS_X_1001의_특수_문자,26,,아프리카TV,24,,Fromis_9,20,,2023년_대한민국의_텔레비전_드라마_목록,19
제곱미터,Wed,59,,정규_표현식,27,,조윤선,42,,대한민국_제22대_국회의원_선거,22,,국제전화_국가_번호,26,,대한민국_제22대_국회의원_선거,23,,레이튼_미스터리_탐정사무소_~카트리에일의_수수께끼_파일~,20,,배복주,19
다음,Thu,59,,제시_린가드,27,,함운경,42,,대한민국의_행정_구역,22,,심하은,26,,마리_앙투아네트,23,,아시아_축구_연맹,20,,사순절,19
국가별_국가_코드_목록,Thu,58,,한국건설기술인협회,27,,위르겐_클린스만,40,,아프리카TV,22,,이강인,26,,안유진,23,,전두환,20,,수지맞은_우리,19
민동기,Tue,58,,뉴턴_(단위),26,,주기율표,39,,이승만,22,,동래구청장,25,,원더풀_월드,23,,SBS_금토_드라마,19,,킬러들의_쇼핑몰,19
국가별_국가_코드_목록,Tue,58,,디시인사이드,26,,다음,38,,전두환,22,,송길영,25,,정청래,23,,다이렉TV,19,,한국사회민주당,19
전공의,Fri,58,,대한민국_축구_국가대표팀,25,,대한민국,38,,9·11_테러,21,,아프리카,25,,파묘,23,,세월호_침몰_사고,19,,아이템매니아,18
위성정당,Mon,58,,특별자치도,25,,종로서적,38,,가운뎃점,21,,구글_지도,24,,개혁신당_(2024년),22,,정몽규,19,,전두환,18
쿠팡,Thu,58,,요르단_축구_국가대표팀,24,,부영그룹,37,,국제전화_국가_번호,21,,구글의_이스터_에그_목록,24,,김건희,22,,황야_(영화),19,,피어엑스,18
이승만,Tue,57,,위르겐_클린스만,24,,오지영_(배구_선수),37,,박민영,21,,2023년_대한민국_연쇄_흉기_난동_사건,23,,5·18_광주_민주화_운동,21,,ChatGPT,18,,효심이네_각자도생,18
베네치아_사육제,Sat,57,,전북특별자치도,24,,윤희숙,37,,아프리카,21,,Garmin,23,,MZ세대,21,,KS_X_1001의_특수_문자,18,,다음,17
이강인,Sun,57,,국제전화_국가_번호,23,,전두환,37,,정몽규,21,,곽재식,23,,만월대,21,,미녀와_순정남,18,,이승만,17
린다의_신기한_여행,Sat,56,,대한민국_제21대_국회의원_선거_비례대표_배분_방법,23,,구글_번역,36,,트위터,21,,대한민국_제22대_국회의원_선거,23,,아프리카,21,,양현준,18,,임혁백,17
구글_번역,Mon,55,,대형_언어_모델,23,,요르단,36,,니카이도_후미,20,,대한민국의_행정_구역,23,,특별자치도,21,,우당탕탕_패밀리,18,,탈주_특급,17
패리스_잭슨,Tue,55,,애플_비전_프로,23,,개혁신당_(2024년),35,,서승만,20,,스즈키_자이온,23,,TCP/UDP의_포트_목록,20,,최영일_(1966년),18,,한강_인도교_폭파,17
2024년_코리아컵,Fri,55,,입춘,23,,전반사,35,,오의식,20,,싱가포르,23,,김종인,20,,픽시브,18,,고려_국왕,16
사순절,Sat,55,,최태준,23,,미노이,34,,치지직,20,,이영돈,23,,GPT_(언어_모델),19,,고려_거란_전쟁_(드라마),17,,마리_앙투아네트,16
FIFA_월드컵_참가국,Wed,54,,플러스마이너스,23,,이서진,34,,임혁백,19,,치지직,23,,권도형,19,,서울의_봄_(영화),17,,미녀와_순정남,16
도전_1000곡,Sun,54,,현대힘스,23,,정세영,34,,2020년_의사_파업,18,,티모시_샬라메,23,,이수진_(간호사_출신_정치인),19,,입춘,17,,장고_(영화),16
트위치,Tue,54,,.tv,22,,종로서적_(1907년~2002년),34,,내_남편과_결혼해줘,18,,김건희,22,,제곱미터,19,,정평구,17,,지코,16
용인시_갑,Tue,53,,TCP/UDP의_포트_목록,22,,KS_X_1001의_특수_문자,33,,대한민국_제21대_국회의원_선거,18,,마리_앙투아네트,22,,더불어민주당,18,,피도_눈물도_없이_(드라마),17,,파묘,16
해안분지,Tue,53,,다나카_마르쿠스_툴리오,22,,위성정당,33,,마리_앙투아네트,18,,이순신,22,,구글,17,,.tv,16,,5·18_광주_민주화_운동,15
정월_대보름,Thu,52,,미리캔버스,22,,2023년_AFC_아시안컵,32,,비비_(대한민국의_가수),18,,FA컵_(대한민국),21,,김효은,17,,2019년_AFC_아시안컵,16,,고려_현종,15
에펨코리아,Wed,52,,연합뉴스,22,,김덕영,32,,사순절,18,,MZ세대,21,,나무위키,17,,기계_번역,16,,구글,15
제곱미터,Tue,51,,지구_온난화,22,,장태완,32,,양정숙,18,,나무위키,21,,베트남,17,,알렉세이_나발니,16,,구글_지도,15
신장식,Tue,51,,5·18_광주_민주화_운동,21,,기계_번역,31,,조국_(법학자),18,,대한민국_축구_국가대표팀,21,,센세이션,17,,오스트레일리아,16,,디스코드_(소프트웨어),15
로마_숫자,Wed,51,,싱가포르,21,,대한민국의_행정_구역,31,,최민식,18,,이지아,21,,아카라이브,17,,이승만,16,,블룸_필터,15
AFC_아시안컵,Thu,51,,알리익스프레스,21,,김해시_을,30,,TCP/UDP의_포트_목록,17,,코리아_컵,21,,엠넷_아시안_뮤직_어워드,17,,임진왜란,16,,세_번째_결혼,15
사순절,Tue,51,,인공지능,21,,사가라_요리유키,30,,경찰_계급,17,,킬러들의_쇼핑몰,21,,이에이트,17,,장태완,16,,아프리카,15
강감찬,Mon,51,,현종_(고려),21,,치지직,30,,손흥민,17,,파묘,21,,쩐아인훙,17,,5·18_광주_민주화_운동,15,,아프리카TV,15
주기율표,Thu,51,,경기도시흥교육지원청,20,,5·18_광주_민주화_운동,29,,알렉세이_나발니,17,,2020년_의사_파업,20,,캐그니_린_카터,17,,아이돌학교,15,,에드가_드가,15
황정음,Fri,50,,고려_거란_전쟁_(드라마),20,,대한민국_제21대_국회의원_선거,29,,용혜인,17,,UEFA_챔피언스리그,20,,트위치,17,,일루미나티,15,,용감무쌍_용수정,15
로마_숫자,Tue,50,,웅천동_(창원시),20,,박장범,29,,진형구,17,,남규리,20,,수학_기호,16,,일본_축구_국가대표팀,15,,핀터레스트,15
주기율표,Mon,49,,MTT_어세이,19,,킬러들의_쇼핑몰,29,,초전도_현상,17,,미녀와_순정남,20,,안민석,16,,2015년_AFC_아시안컵,14,,GPT_(언어_모델),14
한국교육방송공사,Tue,49,,가타카나,19,,12·12_군사_반란,28,,파이썬,17,,윤석열,20,,장재현,16,,2023년_AFC_아시안컵_선수_명단,14,,권용진,14
피독,Tue,49,,대한민국의_행정_구역,19,,김기춘,28,,핀터레스트,17,,이준석,20,,7인의_부활,15,,구글_번역,14,,대한민국_제22대_국회의원_선거,14
엔비디아,Fri,49,,로마자,19,,마이클_잭슨,28,,독도,16,,핀터레스트,20,,대한민국_헌법_제36조,15,,나무위키,14,,로버트_휘태커,14
쿠팡,Mon,49,,세종,19,,서울의_봄_(영화),28,,뮤토렌트,16,,히포크라테스_선서,20,,번역,15,,대한민국의_대통령_목록,14,,이서진,14
대한민국의_국민연금,Mon,48,,아시아,19,,연합뉴스,28,,세종특별자치시,16,,2024년_동계_청소년_올림픽,19,,이수진_(법조인_출신_정치인),15,,로마_숫자,14,,장재현,13
ChatGPT,Tue,48,,윤석열,19,,가운뎃점,27,,애리조나주,16,,DPR_이안,19,,중앙응급의료센터,15,,박세리,14,,재벌X형사,13
전공의,Tue,48,,이순신,19,,대한축구협회,27,,엔비디아,16,,로베르토_만치니,19,,카드_번호의_구성,15,,비트토렌트,14,,카를레스_푸지데몬,13
살인자ㅇ난감,Tue,48,,정유경_(기업인),19,,박항서,27,,프리셀,16,,비트토렌트,19,,PID_제어기,14,,이순신,14,,트위터_(기업),13
테일러_스위프트,Tue,48,,기계_번역,18,,비트토렌트,27,,대한민국의_대통령_목록,15,,샐러리_캡,19,,구글_번역,14,,일본,14,,피도_눈물도_없이_(드라마),13
박신혜,Mon,48,,김건희,18,,제시_린가드,27,,대한민국의_보충역,15,,세월호_침몰_사고,19,,노승환,14,,장자크_루소,14,,,
쿠팡,Sat,48,,나무위키,18,,카카오톡,27,,대한항공,15,,수학_기호,19,,대한민국의_대통령_목록,14,,재벌X형사,14,,,
쿠팡,Sun,48,,비례대표제,18,,티모시_샬라메,27,,루리웹,15,,이은주,19,,대한민국의_인구순_도시_목록,14,,정원철_(음악가),14,,,
에펨코리아,Tue,47,,아테네,18,,한동훈_(법조인),27,,미녀와_순정남,15,,이호성_(1967년),19,,싱가포르,14,,정월_대보름,14,,,
박지윤_(방송인),Tue,47,,양현준,18,,구글,26,,박정희,15,,일본,19,,이강인,14,,조현우,14,,,
젠슨_황,Fri,45,,지채문,18,,남궁원,26,,브라우저_엔진,15,,정은우_(1998년),19,,이효정_(가수),14,,대한민국_제22대_국회의원_선거,13,,,
쿠팡,Wed,45,,진종오,18,,강감찬,25,,아르투어_쇼펜하우어,15,,조국_(법학자),19,,조은영,14,,이녕_(유튜버),13,,,
다음,Wed,45,,광화문,17,,김관진_(군인),25,,조선민주주의인민공화국,15,,조티_암지,19,,중년,14,,최경용,13,,,
배지현,Fri,45,,기하공차,17,,나균안,25,,주영형,15,,한동훈_(법조인),19,,푸나푸티_국제공항,14,,황희찬,13,,,
로마_숫자,Thu,45,,박진_(1560년),17,,노정의,25,,플러스마이너스,15,,EICAR_테스트_파일,18,,2024년_대한민국의_텔레비전_드라마_목록,13,,,,,,
미리캔버스,Thu,45,,정찬민_(1958년),17,,대곡중학교_(경남),25,,₩,14,,군마현,18,,3·1절,13,,,,,,
제곱미터,Thu,45,,MZ세대,16,,박신혜,25,,2024년_대한민국의_텔레비전_드라마_목록,14,,김한정,18,,AFC_챔피언스리그,13,,,,,,
신현영,Thu,44,,구글_지도,16,,설날_(한국),25,,구글의_이스터_에그_목록,14,,대한항공,18,,경찰_계급,13,,,,,,
한국교육방송공사,Sat,44,,대한민국–이란_축구_라이벌전,16,,안규백,25,,김영주_(1955년),14,,유니코드,18,,고려,13,,,,,,
조기영,Tue,44,,대한항공,16,,양주시장,25,,김용남_(1970년),14,,트위치,18,,김용준_(가수),13,,,,,,
한국교육방송공사,Thu,44,,마동석,16,,인재근,25,,나무위키,14,,5·18_광주_민주화_운동,17,,대한민국의_의과대학,13,,,,,,
추혁진,Wed,44,,비트토렌트,16,,구글의_이스터_에그_목록,24,,베트남,14,,AKB48의_그룹_구성,17,,마야_어스킨,13,,,,,,
에펨코리아,Sun,44,,서울특별시,16,,엔비디아,24,,세월호_침몰_사고,14,,가운뎃점,17,,본리키_국제공항,13,,,,,,
허준영,Tue,43,,인도네시아,16,,요르단_축구_국가대표팀,24,,윤석열,14,,고양제일중학교,17,,부럼,13,,,,,,
히포크라테스_선서,Wed,43,,진해구의_행정_구역,16,,중구·성동구_을,24,,잡코리아,14,,나눗셈기호,17,,세움터,13,,,,,,
류현진,Thu,43,,효심이네_각자도생,16,,지구_온난화,24,,12·12_군사_반란,13,,독도,17,,심하은,13,,,,,,
임종석,Tue,42,,히알루론산,16,,구글_지도,23,,2022_개정_교육과정,13,,신장식,17,,오지영_(배구_선수),13,,,,,,
조윤선,Tue,42,,2026년_FIFA_월드컵,15,,미리캔버스,23,,2024년_KBO_리그,13,,예산,17,,윤두현,13,,,,,,
윤재옥,Tue,42,,가우시안_블러,15,,아프리카TV,23,,ASCII,13,,이승만,17,,윤석열,13,,,,,,
아프리카TV,Sat,42,,나눗셈기호,15,,정원철_(음악가),23,,깃허브,13,,장재현,17,,일본,13,,,,,,
함운경,Tue,42,,도_(각도),15,,정월_대보름,23,,나인우,13,,쥴리_(벽화),17,,트립닷컴,13,,,,,,
주호민,Thu,41,,말레이시아,15,,3·1절,22,,대한민국_국민의_무비자입국_가능국가,13,,고려,16,,트위터,13,,,,,,
대한민국의_국민연금,Wed,41,,미녀와_순정남,15,,ASCII,22,,라즈베리_파이,13,,미국,16,,플러스마이너스,13,,,,,,
제곱미터,Mon,41,,박정훈_(기자),15,,광진구_을,22,,분수_(수학),13,,박시후,16,,핀터레스트,13,,,,,,
대한민국,Thu,41,,신라,15,,박용찬_(1964년),22,,사람인에이치알,13,,사순절,16,,,,,,,,,
다음,Fri,40,,요르단,15,,빛누리초등학교,22,,싱가포르,13,,서윤아,16,,,,,,,,,
멜라니_디아즈,Sun,40,,지름,15,,손흥민,22,,에탄올,13,,아카라이브,16,,,,,,,,,
위르겐_클린스만,Tue,40,,티모시_샬라메,15,,수학_기호,22,,영국,13,,위르겐_클린스만,16,,,,,,,,,
ChatGPT,Thu,40,,폴리에스터,15,,이지아,22,,우당탕탕_패밀리,13,,윤달,16,,,,,,,,,
국가별_국가_코드_목록,Mon,40,,표준_편차,15,,정수경,22,,위르겐_클린스만,13,,지구_온난화,16,,,,,,,,,
대한민국의_AFC_아시안컵_성적,Sat,40,,피보나치_수,15,,특별사면,22,,유로,13,,코리아컵,16,,,,,,,,,
ChatGPT,Fri,39,,핀터레스트,15,,TCP/UDP의_포트_목록,21,,칠지도,13,,토끼의_아리아,16,,,,,,,,,
국가별_국가_코드_목록,Wed,39,,나의_해피엔드,14,,국제전화_국가_번호,21,,캐치!_티니핑,13,,핀다로스,16,,,,,,,,,
로마_숫자,Mon,39,,내_남편과_결혼해줘,14,,대한민국의_대통령_목록,21,,태국,13,,황야_(영화),16,,,,,,,,,
에펨코리아,Mon,39,,네이트,14,,리눅스,21,,홍콩,13,,₩,15,,,,,,,,,
한지민_(의사),Mon,39,,다나와,14,,송파구_갑,21,,,,,TCP/UDP의_포트_목록,15,,,,,,,,,
주기율표,Tue,39,,로코_리드,14,,이승우_(축구_선수),21,,,,,강지영_(아나운서),15,,,,,,,,,
대한민국,Wed,39,,발트_3국,14,,이영하_(배우),21,,,,,개혁신당_(2024년),15,,,,,,,,,
ChatGPT,Wed,39,,배복주,14,,정몽구,21,,,,,내_남편과_결혼해줘,15,,,,,,,,,
위르겐_클린스만,Sat,39,,아프리카,14,,제8회_전국동시지방선거,21,,,,,대손충당금,15,,,,,,,,,
한국교육방송공사,Sun,39,,용혜인,14,,트위터,21,,,,,라이프_게임,15,,,,,,,,,
살인자ㅇ난감,Sat,39,,전주리,14,,홍익표_(1967년),21,,,,,로블록스,15,,,,,,,,,
종로서적,Tue,38,,정재은_(기업인),14,,6.25_전쟁,20,,,,,베트남,15,,,,,,,,,
티모시_샬라메,Fri,38,,치지직,14,,김병연,20,,,,,세_번째_결혼,15,,,,,,,,,
다음,Tue,38,,큐넷,14,,데비_로,20,,,,,셰놀_귀네슈,15,,,,,,,,,
ASCII,Thu,38,,한국장학재단,14,,박영순_(1964년),20,,,,,에키드나,15,,,,,,,,,
대한민국,Tue,38,,김훈_(고려),13,,아일릿,20,,,,,왓_아룬,15,,,,,,,,,
2023년_AFC_아시안컵,Sat,38,,나라장터,13,,에어버스_A330,20,,,,,우리은행,15,,,,,,,,,
다음,Mon,37,,대한민국의_습지보호지역,13,,웨일스_공_윌리엄,20,,,,,카타르,15,,,,,,,,,
오지영_(배구_선수),Tue,37,,더블랙레이블,13,,GPT_(언어_모델),19,,,,,틱택토,15,,,,,,,,,
홀로코스트,Thu,37,,발칸반도,13,,ISO_8601,19,,,,,페르디난트_3세,15,,,,,,,,,
김용준_(가수),Thu,37,,정부24,13,,김지미,19,,,,,2024년_대한민국의_텔레비전_드라마_목록,14,,,,,,,,,
노정의,Mon,37,,정용진,13,,나눗셈기호,19,,,,,6.25_전쟁,14,,,,,,,,,
2023년_AFC_아시안컵,Mon,37,,,,,다나와,19,,,,,김신록,14,,,,,,,,,
전두환,Tue,37,,,,,대한민국_축구_국가대표팀,19,,,,,대한민국_제21대_국회의원_선거,14,,,,,,,,,
임혁백,Fri,37,,,,,대한민국_축구_국가대표팀_감독과_수석코치_명단_기록,19,,,,,뮤토렌트,14,,,,,,,,,
부영그룹,Tue,37,,,,,마리_앙투아네트,19,,,,,박정희,14,,,,,,,,,
윤희숙,Tue,37,,,,,알리익스프레스,19,,,,,배인순,14,,,,,,,,,
치지직,Sun,37,,,,,용산구_(1988년_선거구),19,,,,,브라질투코투코,14,,,,,,,,,
이승만,Fri,36,,,,,유닉스,19,,,,,서태지와_이지아의_결혼과_이혼,14,,,,,,,,,
한국교육방송공사,Fri,36,,,,,이상헌_(1954년),19,,,,,선고유예,14,,,,,,,,,
요르단,Tue,36,,,,,이효리,19,,,,,설날_(한국),14,,,,,,,,,
쿠팡,Fri,36,,,,,정성호_(1962년),19,,,,,수지맞은_우리,14,,,,,,,,,
주기율표,Wed,36,,,,,정인영_(방송인),19,,,,,신라의_행정_구역,14,,,,,,,,,
구글_번역,Tue,36,,,,,특별자치도,19,,,,,아스트로_(음악_그룹),14,,,,,,,,,
한국교육방송공사,Mon,36,,,,,핀터레스트,19,,,,,아이소프로필_알코올,14,,,,,,,,,
대한민국,Mon,36,,,,,고려_거란_전쟁_(드라마),18,,,,,에드윈_허블,14,,,,,,,,,
대한민국의_국민연금,Sat,36,,,,,김가영_(기상캐스터),18,,,,,연말정산,14,,,,,,,,,
성체줄기세포,Fri,35,,,,,남양주시_갑,18,,,,,유로,14,,,,,,,,,
개혁신당_(2024년),Tue,35,,,,,박은정_(검사),18,,,,,유상증자,14,,,,,,,,,
최민식,Sun,35,,,,,비비_(대한민국의_가수),18,,,,,11번가,13,,,,,,,,,
에펨코리아,Fri,35,,,,,서울의_봄,18,,,,,KBS_1TV,13,,,,,,,,,
로마_숫자,Fri,35,,,,,이순신,18,,,,,고양시_정,13,,,,,,,,,
방실이,Wed,35,,,,,이원욱,18,,,,,김판곤,13,,,,,,,,,
전반사,Tue,35,,,,,전인화,18,,,,,끝내주는_해결사,13,,,,,,,,,
에펨코리아,Sat,35,,,,,파묘,18,,,,,바이어_04_레버쿠젠,13,,,,,,,,,
구글_번역,Thu,35,,,,,화성시_을,18,,,,,살인자ㅇ난감,13,,,,,,,,,
로마_숫자,Sun,35,,,,,2024년_대한민국_의사_파업,17,,,,,아메리칸사모아,13,,,,,,,,,
이서진,Tue,34,,,,,I²C,17,,,,,전두환,13,,,,,,,,,
나당_전쟁,Thu,34,,,,,가습기_살균제_사건,17,,,,,트위터,13,,,,,,,,,
삼국지_(인형극),Sun,34,,,,,경희대학교,17,,,,,프론트엔드와_백엔드,13,,,,,,,,,
정세영,Tue,34,,,,,권다현,17,,,,,플러스마이너스,13,,,,,,,,,
허일,Sat,34,,,,,김건희,17,,,,,홋카이도,13,,,,,,,,,
미노이,Tue,34,,,,,김보경_(1976년),17,,,,,,,,,,,,,,,
손흥민,Mon,34,,,,,김어준의_겸손은_힘들다_뉴스공장,17,,,,,,,,,,,,,,,
종로서적_(1907년~2002년),Tue,34,,,,,나무위키,17,,,,,,,,,,,,,,,
주기율표,Fri,34,,,,,박정희,17,,,,,,,,,,,,,,,
KS_X_1001의_특수_문자,Tue,33,,,,,서정화_(1933년),17,,,,,,,,,,,,,,,
티모시_샬라메,Wed,33,,,,,아시아,17,,,,,,,,,,,,,,,
위성정당,Tue,33,,,,,언젠가는_슬기로울_전공의생활,17,,,,,,,,,,,,,,,
설날_(한국),Mon,33,,,,,이재용,17,,,,,,,,,,,,,,,
김덕영,Tue,32,,,,,인공지능,17,,,,,,,,,,,,,,,
2023년_AFC_아시안컵,Tue,32,,,,,정석모,17,,,,,,,,,,,,,,,
5·18_광주_민주화_운동,Wed,32,,,,,조응천,17,,,,,,,,,,,,,,,
대마불사_(경제학),Wed,32,,,,,춘절,17,,,,,,,,,,,,,,,
국가별_국가_코드_목록,Fri,32,,,,,하나회,17,,,,,,,,,,,,,,,
용인시_갑,Wed,32,,,,,현대_쎄타엔진,17,,,,,,,,,,,,,,,
2023년_AFC_아시안컵,Thu,32,,,,,홋카이도,17,,,,,,,,,,,,,,,
코셈,Fri,32,,,,,ㅛ,17,,,,,,,,,,,,,,,
장태완,Tue,32,,,,,₩,16,,,,,,,,,,,,,,,
지구_온난화,Sat,32,,,,,MZ세대,16,,,,,,,,,,,,,,,
기계_번역,Tue,31,,,,,김수학_(1927년),16,,,,,,,,,,,,,,,
개혁신당_(2024년),Wed,31,,,,,깃_(소프트웨어),16,,,,,,,,,,,,,,,
대한민국의_행정_구역,Tue,31,,,,,대한민국의_AFC_아시안컵_성적,16,,,,,,,,,,,,,,,
황야_(영화),Mon,31,,,,,류호정,16,,,,,,,,,,,,,,,
아시아,Thu,31,,,,,빈센트,16,,,,,,,,,,,,,,,
안귀령,Fri,31,,,,,설송웅,16,,,,,,,,,,,,,,,
박태균,Sun,31,,,,,싱가포르,16,,,,,,,,,,,,,,,
대한민국,Fri,31,,,,,씨제스_스튜디오,16,,,,,,,,,,,,,,,
미스터_&_미세스_스미스_(드라마),Sat,31,,,,,아이유,16,,,,,,,,,,,,,,,
구글_지도,Wed,31,,,,,용인시_정,16,,,,,,,,,,,,,,,
이중근_(1941년),Mon,31,,,,,유재석,16,,,,,,,,,,,,,,,
