,,,,,Mon,,,Tue,,,Wed,,,Thu,,,Fri,,,Sat,,,Sun
모니카_르윈스키,Thu,118,,미노이,65,,전현희,61,,,,,월요일로_시작하는_윤년,55,,배지현,53,,중국_슈퍼리그_2024_경기_일정,36,,쿠팡,25
AFC_아시안컵,Sat,116,,로마_숫자,64,,이서진,59,,,,,2024년_대한민국의_텔레비전_드라마_목록,50,,쿠팡,52,,최경용,33,,국립부여박물관,24
전공의,Thu,115,,켈빈_킵툼,64,,최동석,58,,,,,티모시_샬라메,48,,안민석,51,,손흥민,30,,안귀령,24
배복주,Mon,113,,수지맞은_우리,62,,부영그룹,56,,,,,기동민,47,,젠슨_황,51,,살인자ㅇ난감,29,,토렌트,23
정월_대보름,Fri,110,,쿠팡,62,,다음,54,,,,,김동수_(1970년),45,,다음,50,,설날,29,,마리_앙투아네트,21
부영그룹,Mon,104,,다음,58,,발렌타인데이,54,,,,,심하은,44,,노웅래,49,,미스터_&_미세스_스미스_(드라마),26,,아프리카TV,20
설날_(한국),Sat,96,,ChatGPT,53,,박지윤_(방송인),50,,,,,정월_대보름,44,,대한민국의_국민연금,49,,스트리트_킹,26,,주진우,20
골든스테이트_워리어스,Thu,90,,EICAR_테스트_파일,49,,전공의,50,,,,,ChatGPT,42,,최원석_(기업인),46,,쿠팡,26,,최영일_(1966년),20
신장식,Mon,86,,최질,49,,테일러_스위프트,50,,,,,김영주_(1955년),42,,로마_숫자,40,,재사,24,,이웅평,19
김관진_(군인),Tue,83,,개혁신당_(2024년),47,,로마_숫자,49,,,,,이은주,42,,국가별_국가_코드_목록,39,,다음,22,,나무위키,18
윤년,Thu,81,,구글_번역,46,,위성정당,49,,,,,엔비디아,41,,윤두현,39,,비트토렌트,22,,나의_해피엔드,18
이창희_(영화_감독),Mon,80,,오컬트,46,,이승만,49,,,,,국가별_국가_코드_목록,38,,주기율표,38,,양현준,22,,"세작,_매혹된_자들",18
나훈아,Tue,80,,파묘,46,,카리나_(가수),49,,,,,마크_저커버그,38,,김종인,37,,아프리카TV,21,,ChatGPT,17
Cmd.exe,Mon,79,,대한민국의_국민연금,45,,김기춘,47,,,,,백창주,38,,에펨코리아,37,,이휘선,21,,다음,17
AFC_아시안컵,Tue,77,,개포_디에이치_퍼스티어_아이파크,44,,ChatGPT,46,,,,,에펨코리아,38,,구글의_이스터_에그_목록,36,,Fromis_9,20,,대한민국,17
살인자ㅇ난감,Tue,74,,국가별_국가_코드_목록,44,,구글의_이스터_에그_목록,45,,,,,안귀령,37,,최경용,35,,요르단,20,,부패_인식_지수,17
전공의,Fri,73,,살인자ㅇ난감,44,,국가별_국가_코드_목록,44,,,,,구글_번역,36,,한국교육방송공사,33,,트위치,20,,이수진_(간호사_출신_정치인),17
정몽규,Tue,73,,정찬민_(1958년),43,,인재근,43,,,,,대한민국의_국민연금,36,,황정음,33,,KBS_2TV_월화_드라마,18,,구글,16
배인순,Fri,72,,한국교육방송공사,43,,중구·성동구_갑,42,,,,,로마_숫자,36,,2023년_AFC_아시안컵,32,,서울의_봄_(영화),18,,대한민국의_국민연금,16
한국_표준시,Thu,72,,강감찬,42,,구글_번역,41,,,,,쿠팡,36,,제시_린가드,31,,아프리카,18,,5·18_광주_민주화_운동,15
황정음,Thu,69,,박신혜,42,,대한민국의_국민연금,40,,,,,마리_앙투아네트,35,,히포크라테스_선서,31,,킬러들의_쇼핑몰,18,,수지맞은_우리,15
엔비디아,Fri,69,,조국_(법학자),42,,에펨코리아,39,,,,,임혁백,35,,ChatGPT,30,,피플_크루,18,,신사동호랭이,15
위성정당,Mon,69,,주기율표,42,,요르단,39,,,,,아프리카TV,34,,이지아,30,,구글,17,,아프리카,15
한지민_(의사),Mon,67,,이중근_(1941년),40,,위르겐_클린스만,39,,,,,제곱미터,33,,구글_번역,29,,로마_숫자,17,,재벌X형사,15
2023년_AFC_아시안컵,Sat,67,,진종오,40,,조국_(법학자),39,,,,,한국교육방송공사,31,,개혁신당_(2024년),28,,루이스_피구,17,,최경용,15
홍영표,Thu,67,,박경석_(1960년),39,,트위치,38,,,,,안규백,30,,임혁백,27,,양자_중력,17,,파묘,15
다음,Thu,67,,양정아,39,,거룡,37,,,,,윤달,30,,티모시_샬라메,27,,오스트레일리아,17,,RSS,14
AFC_아시안컵,Mon,66,,지구,39,,사순절,37,,,,,조티_암지,30,,장재현,26,,좀비,17,,비비_(대한민국의_가수),14
박용찬_(1964년),Tue,65,,아시아,38,,박장범,35,,,,,최경용,30,,대한민국,25,,황야_(영화),17,,아이템매니아,14
이창희_(영화_감독),Tue,65,,에펨코리아,38,,제곱미터,34,,,,,홍익표_(1967년),30,,류현진,25,,구글의_이스터_에그_목록,16,,이승만,14
미노이,Mon,65,,제곱미터,38,,한국교육방송공사,34,,,,,메이저9,29,,서대문구_갑,25,,김홍집,16,,지구_온난화,14
중심성,Fri,64,,플루오린화_수소,38,,유닉스,33,,,,,비비_(대한민국의_가수),28,,제곱미터,25,,다이렉TV,16,,치지직,14
로마_숫자,Mon,64,,미녀와_순정남,37,,주기율표,33,,,,,이화린,28,,최원석,25,,대한민국의_영화_흥행_기록,16,,Wavve,13
쿠팡,Tue,64,,신사동호랭이,37,,한동훈_(법조인),33,,,,,ASCII,27,,대한민국_제22대_국회의원_선거,24,,금와왕,15,,달집태우기,13
켈빈_킵툼,Mon,64,,보물섬,36,,마리_앙투아네트,32,,,,,용인시_갑,27,,대한민국의_인터넷_신조어_목록,24,,밤에_피는_꽃,15,,안유화,13
수지맞은_우리,Mon,62,,한동훈_(법조인),36,,기계_번역,31,,,,,최영일_(1966년),27,,배인숙,24,,사이버_폭력,15,,옥지원,13
노종면,Fri,62,,2026년_FIFA_월드컵,35,,용인시_갑,31,,,,,기계_번역,25,,이수진_(간호사_출신_정치인),24,,아시아,15,,정몽규,13
쿠팡,Mon,62,,구글의_이스터_에그_목록,35,,조윤선,31,,,,,유관순,25,,이준석,24,,우당탕탕_패밀리,15,,주기율표,13
전현희,Tue,61,,김건희,35,,킬러들의_쇼핑몰,31,,,,,주기율표,25,,정청래,24,,전두환,15,,티웨이항공,13
안민석,Thu,60,,인공지능,34,,특별사면,31,,,,,핀터레스트,25,,플러스마이너스,24,,조규성,15,,효심이네_각자도생,13
주호민,Fri,60,,정월_대보름,34,,대한축구협회,30,,,,,구글의_이스터_에그_목록,24,,이승만,23,,주기율표,15,,,
이서진,Tue,59,,한가인,34,,신장식,30,,,,,국제전화_국가_번호,24,,지구_온난화,23,,카타르,15,,,
권도형,Fri,59,,히포크라테스_선서,34,,2024년_대한민국의_텔레비전_드라마_목록,29,,,,,성북구_을,24,,코셈,23,,칼_웨더스,15,,,
다음,Mon,58,,ASCII,33,,가운뎃점,29,,,,,윤석열,24,,2013년_K리그1,22,,2023년_AFC_아시안컵_결선_토너먼트,14,,,
kgw27,Fri,58,,이강인,33,,아일릿,29,,,,,임종석,24,,강감찬,22,,51구역,14,,,
최동석,Tue,58,,12·12_군사_반란,32,,최경용,29,,,,,2월_29일,23,,김건희,22,,공룡,14,,,
3·1절,Thu,57,,뱀뱀,32,,홍익표_(1967년),29,,,,,르윈스키_스캔들,23,,뮤토렌트,22,,대한민국의_여행경보제도,14,,,
AFC_아시안컵,Fri,56,,요르단,32,,셀린_송,28,,,,,벤_(대한민국의_가수),23,,염세주의,22,,로그_나선,14,,,
부영그룹,Tue,56,,정호준,32,,장태완,28,,,,,트위치,23,,철종_(조선),22,,용감무쌍_용수정,14,,,
베네치아_사육제,Sat,55,,2023년_AFC_아시안컵,31,,정세영,28,,,,,3·1_운동,22,,체크_표시,22,,피도_눈물도_없이_(드라마),14,,,
월요일로_시작하는_윤년,Thu,55,,대한민국_제21대_국회의원_선거_비례대표_배분_방법,31,,지구_온난화,28,,,,,개혁신당_(2024년),22,,트위치,22,,5·18_광주_민주화_운동,13,,,
대한민국의_AFC_아시안컵_성적,Sat,55,,마리_앙투아네트,31,,강감찬,27,,,,,계양구_을,22,,대한민국의_행정_구역,21,,김신록,13,,,
다음,Tue,54,,석사장교,31,,대한민국,27,,,,,김용준_(가수),22,,오스트레일리아,21,,나무위키,13,,,
발렌타인데이,Tue,54,,설훈,31,,리눅스,27,,,,,김현아_(정치인),22,,가운뎃점,20,,마리_앙투아네트,13,,,
ChatGPT,Mon,53,,대한민국,30,,설날,27,,,,,대한민국_제21대_국회의원_선거,22,,국제전화_국가_번호,20,,배인순,13,,,
배지현,Fri,53,,미식축구,30,,설날_(한국),27,,,,,프레임_(인식의_방법),22,,아르투어_쇼펜하우어,20,,배현진,13,,,
쿠팡,Fri,52,,차은우,30,,아프리카TV,27,,,,,한동훈_(법조인),22,,오스트레일리아_축구_국가대표팀,20,,부천시,13,,,
안민석,Fri,51,,정필모,29,,영등포구_을,27,,,,,강봉수_(법조인),21,,이화림,20,,서울의_봄,13,,,
젠슨_황,Fri,51,,질입구주름,29,,이순신,27,,,,,서귀포대신중학교,21,,파묘,20,,설영우,13,,,
박지윤_(방송인),Tue,50,,대한민국의_행정_구역,28,,정인영_(방송인),27,,,,,이영돈,21,,GPT_(언어_모델),19,,세_번째_결혼,13,,,
다음,Fri,50,,문가영,28,,12·12_군사_반란,26,,,,,전현희,21,,기계_번역,19,,아시아_축구_연맹,13,,,
전공의,Tue,50,,스즈키_자이온,28,,내_남편과_결혼해줘,26,,,,,6.25_전쟁,20,,김현아_(정치인),19,,연합뉴스,13,,,
대한민국의_국민연금,Sat,50,,최경용,28,,대가족_(영화),26,,,,,김남주_(배우),20,,나르시시즘,19,,요르단_축구_국가대표팀,13,,,
테일러_스위프트,Tue,50,,2020년_의사_파업,27,,성남시_분당구_갑,26,,,,,대한민국,20,,아프리카,19,,조훈,13,,,
2024년_대한민국의_텔레비전_드라마_목록,Thu,50,,나의_해피엔드,27,,안성시장,26,,,,,대한민국의_행정_구역,20,,안규백,19,,중국_몽골족,13,,,
위성정당,Tue,49,,대니_구,27,,남궁원,25,,,,,비트토렌트,20,,이성윤_(1962년),19,,카를레스_푸지데몬,13,,,
대한민국의_국민연금,Fri,49,,우수,27,,설악산,25,,,,,셰놀_귀네슈,20,,조윤선,19,,토리_(용어),13,,,
최질,Mon,49,,이재용,27,,쥐디트_고드레슈,25,,,,,신현영,20,,캐서린_존슨,19,,효심이네_각자도생,13,,,
EICAR_테스트_파일,Mon,49,,미국의_공휴일,26,,2023년_AFC_아시안컵,24,,,,,어글리후드,20,,대한민국_소방공무원의_계급_목록,18,,,,,,
카리나_(가수),Tue,49,,미리캔버스,26,,C_(프로그래밍_언어),24,,,,,임종성,20,,마포구_을,18,,,,,,
이승만,Tue,49,,이승만,26,,전인화,24,,,,,화성시장,20,,소방장,18,,,,,,
노웅래,Fri,49,,이화림,26,,찰스_3세,24,,,,,대한민국_제22대_국회의원_선거,19,,수학_기호,18,,,,,,
로마_숫자,Tue,49,,정몽규,26,,TCP/UDP의_포트_목록,23,,,,,류현진,19,,안유진,18,,,,,,
티모시_샬라메,Thu,48,,지채문,26,,비트토렌트,23,,,,,뮤토렌트,19,,알리익스프레스,18,,,,,,
개혁신당_(2024년),Mon,47,,구글,25,,엔비디아,23,,,,,백일섭,19,,차르,18,,,,,,
김기춘,Tue,47,,기계_번역,25,,연합뉴스,23,,,,,신한은행,19,,최재천_(1954년),18,,,,,,
기동민,Thu,47,,대한민국_제22대_국회의원_선거,25,,웨딩_임파서블,23,,,,,위르겐_클린스만,19,,한동훈_(법조인),18,,,,,,
파묘,Mon,46,,어쩔티비,25,,이중근_(1941년),23,,,,,젠슨_황,19,,6.25_전쟁,17,,,,,,
구글_번역,Mon,46,,이서진,25,,재의_수요일,23,,,,,토렌트,19,,MZ세대,17,,,,,,
최원석_(기업인),Fri,46,,구미호뎐_1938,24,,GPT_(언어_모델),22,,,,,히포크라테스_선서,19,,구글,17,,,,,,
ChatGPT,Tue,46,,뉴턴_(단위),24,,대한민국의_행정_구역,22,,,,,나균안,18,,무엇이든_물어보세요,17,,,,,,
오컬트,Mon,46,,아프리카TV,24,,카카오톡,22,,,,,대한민국의_대통령_목록,18,,세월호_침몰_사고,17,,,,,,
구글의_이스터_에그_목록,Tue,45,,알렉세이_나발니,24,,대한민국_제21대_국회의원_선거_비례대표_배분_방법,21,,,,,디시인사이드,18,,윤석열,17,,,,,,
대한민국의_국민연금,Mon,45,,이이경,24,,비비_(대한민국의_가수),21,,,,,상고대,18,,이순신,17,,,,,,
김동수_(1970년),Thu,45,,이한범_(축구_선수),24,,송준석_(성우),21,,,,,이승만,18,,재벌X형사,17,,,,,,
국가별_국가_코드_목록,Mon,44,,킬러들의_쇼핑몰,24,,정수경,21,,,,,중구·성동구_갑,18,,한국장학재단,17,,,,,,
살인자ㅇ난감,Mon,44,,KS_X_1001의_특수_문자,23,,치지직,21,,,,,치지직,18,,2012년_K리그,16,,,,,,
국가별_국가_코드_목록,Tue,44,,대한민국_제21대_국회의원_선거,23,,C++,20,,,,,카리나_(가수),18,,김영주_(1955년),16,,,,,,
정월_대보름,Thu,44,,위르겐_클린스만,23,,KS_X_1001의_특수_문자,20,,,,,피보나치_수,18,,뉴턴_(단위),16,,,,,,
개포_디에이치_퍼스티어_아이파크,Mon,44,,장재현,23,,고민정,20,,,,,KS_X_1001의_특수_문자,17,,대한민국의_대통령_목록,16,,,,,,
심하은,Thu,44,,정소녀,23,,나무위키,20,,,,,가운뎃점,17,,더불어민주당,16,,,,,,
한국교육방송공사,Mon,43,,텐트_밖은_유럽_남프랑스_편,23,,대한민국의_대통령_목록,20,,,,,계양구_갑,17,,마리_앙투아네트,16,,,,,,
인재근,Tue,43,,현종_(고려),23,,미노이,20,,,,,베트남,17,,소방교,16,,,,,,
정찬민_(1958년),Mon,43,,효심이네_각자도생,23,,박민식,20,,,,,비둘기집_원리,17,,싱가포르,16,,,,,,
조국_(법학자),Mon,42,,김덕영,22,,박민영,20,,,,,수지맞은_우리,17,,아프리카TV,16,,,,,,
중구·성동구_갑,Tue,42,,나무위키,22,,박은정_(검사),20,,,,,우당탕탕_패밀리,17,,원주율,16,,,,,,
주기율표,Mon,42,,반야심경,22,,삼산고등학교_(울산),20,,,,,전두환,17,,전두환,16,,,,,,
박신혜,Mon,42,,안중근,22,,손흥민,20,,,,,전북특별자치도,17,,KS_X_1001의_특수_문자,15,,,,,,
ChatGPT,Thu,42,,중앙응급의료센터,22,,오픈AI,20,,,,,트위터,17,,국민의힘,15,,,,,,
강감찬,Mon,42,,3·1절,21,,이재용,20,,,,,파묘,17,,국제_기념일,15,,,,,,
김영주_(1955년),Thu,42,,Null,21,,정부24,20,,,,,플러스마이너스,17,,남양주_니코틴_살인_사건,15,,,,,,
정월_대보름,Sun,42,,김만흠,21,,제시_린가드,20,,,,,홋카이도,17,,대한민국_제21대_국회의원_선거,15,,,,,,
이은주,Thu,42,,대한민국–이란_축구_라이벌전,21,,티모시_샬라메,20,,,,,2020년_의사_파업,16,,로베르토_만치니,15,,,,,,
구글_번역,Tue,41,,비트토렌트,21,,개혁신당_(2024년),19,,,,,나라장터,16,,로블록스,15,,,,,,
엔비디아,Thu,41,,"세작,_매혹된_자들",21,,국제전화_국가_번호,19,,,,,네이트,16,,미리캔버스,15,,,,,,
대한민국의_국민연금,Tue,40,,양자역학,21,,김해시_을,19,,,,,서산여자중학교,16,,부럼,15,,,,,,
로마_숫자,Fri,40,,용인시_을,21,,깃허브,19,,,,,셀린_송,16,,비트토렌트,15,,,,,,
헬프,Sat,40,,용인시_정,21,,대니_구,19,,,,,전지희,16,,사순절,15,,,,,,
이중근_(1941년),Mon,40,,우리은행,21,,베트남,19,,,,,9·11_테러,15,,알렉세이_나발니,15,,,,,,
진종오,Mon,40,,이요원,21,,우리은행,19,,,,,고윤정,15,,이영돈,15,,,,,,
위르겐_클린스만,Tue,39,,전두환,21,,이충현,19,,,,,골_때리는_그녀들,15,,킬러들의_쇼핑몰,15,,,,,,
윤두현,Fri,39,,트위터,21,,임종석,19,,,,,구글_지도,15,,₩,14,,,,,,
조국_(법학자),Tue,39,,피도_눈물도_없이_(드라마),21,,피도_눈물도_없이_(드라마),19,,,,,구글_크롬,15,,2020년_의사_파업,14,,,,,,
국가별_국가_코드_목록,Fri,39,,현대힘스,21,,한지민_(의사),19,,,,,듄_(2021년_영화),15,,김효은,14,,,,,,
한국교육방송공사,Sat,39,,김훈_(고려),20,,6.25_전쟁,18,,,,,빌_클린턴,15,,네덜란드,14,,,,,,
양정아,Mon,39,,언젠가는_슬기로울_전공의생활,20,,경복궁,18,,,,,서윤아,15,,디스코드_(소프트웨어),14,,,,,,
박경석_(1960년),Mon,39,,왕가도,20,,그레타_리,18,,,,,세월호_침몰_사고,15,,미녀와_순정남,14,,,,,,
요르단,Tue,39,,함운경,20,,디시인사이드,18,,,,,시흥능곡고등학교,15,,베트남,14,,,,,,
지구,Mon,39,,허은아,20,,미국,18,,,,,업비트,15,,보배드림,14,,,,,,
에펨코리아,Tue,39,,국제전화_국가_번호,19,,미녀와_순정남,18,,,,,이경영의_미성년자_성매매_사건,15,,심하은,14,,,,,,
트위치,Tue,38,,무엇이든_물어보세요,19,,서윤아,18,,,,,조국_(법학자),15,,이수진_(법조인_출신_정치인),14,,,,,,
아시아,Mon,38,,설날_(한국),19,,수학_기호,18,,,,,펠라치오,15,,이에이트,14,,,,,,
에펨코리아,Thu,38,,엔비디아,19,,스웨디시,18,,,,,2024년_대한민국_의사_파업,14,,인공지능,14,,,,,,
플루오린화_수소,Mon,38,,연합뉴스,19,,업비트,18,,,,,GPT_(언어_모델),14,,일본,14,,,,,,
백창주,Thu,38,,용감무쌍_용수정,19,,올가니카,18,,,,,KB국민은행,14,,정유라_(승마_선수),14,,,,,,
에펨코리아,Mon,38,,용인시_병,19,,윤석열,18,,,,,귀책사유,14,,조국_(법학자),14,,,,,,
마크_저커버그,Thu,38,,이낙연,19,,정몽구,18,,,,,그레타_리,14,,지춘희,14,,,,,,
에펨코리아,Sat,38,,이수진_(법조인_출신_정치인),19,,춘절,18,,,,,나문희,14,,치지직,14,,,,,,
제곱미터,Mon,38,,지구_온난화,19,,콜레스테롤,18,,,,,대한민국_국민의_무비자입국_가능국가,14,,한받,14,,,,,,
국가별_국가_코드_목록,Thu,38,,하드웨어,19,,홍정욱,18,,,,,대형_언어_모델,14,,한컴_타자연습,14,,,,,,
주기율표,Fri,38,,2023년_대한민국의_텔레비전_드라마_목록,18,,구글,17,,,,,디스코드_(소프트웨어),14,,2024년_미국_대통령_선거,13,,,,,,
위르겐_클린스만,Sat,37,,2024년_대한민국_의사_파업,18,,소듐_이온_전지,17,,,,,리그_오브_레전드,14,,KB국민은행,13,,,,,,
김종인,Fri,37,,2024년_대한민국의_텔레비전_드라마_목록,18,,송강_(배우),17,,,,,서울특별시,14,,TCP/UDP의_포트_목록,13,,,,,,
박태균,Sun,37,,TCP/UDP의_포트_목록,18,,아시아,17,,,,,아이템매니아,14,,경찰_계급,13,,,,,,
거룡,Tue,37,,고려_거란_전쟁_(드라마),18,,알리익스프레스,17,,,,,아카라이브,14,,구글_지도,13,,,,,,
에펨코리아,Fri,37,,그레나다,18,,유동근,17,,,,,염혜란,14,,김혜정_(1941년),13,,,,,,
안귀령,Thu,37,,도봉구_갑,18,,전종서,17,,,,,용감무쌍_용수정,14,,끝내주는_해결사,13,,,,,,
미녀와_순정남,Mon,37,,블랙홀_정보_역설,18,,2024년_대한민국_의사_파업,16,,,,,우리은행,14,,당조고추,13,,,,,,
사순절,Tue,37,,양현준,18,,2024년_미국_대통령_선거,16,,,,,위키,14,,미미미누,13,,,,,,
대한민국_축구_국가대표팀,Sat,37,,일베저장소,18,,남진_(가수),16,,,,,이순신,14,,미스터_&_미세스_스미스_(드라마),13,,,,,,
2024년_대한민국의_텔레비전_드라마_목록,Sat,37,,입춘,18,,능금나무,16,,,,,이화전기,14,,미스트롯_3,13,,,,,,
신사동호랭이,Mon,37,,젠슨_황,18,,마이클_잭슨,16,,,,,인코텀스,14,,세_번째_결혼,13,,,,,,
한동훈_(법조인),Mon,36,,치지직,18,,박신혜,16,,,,,지구_온난화,14,,야마모토_요코,13,,,,,,
대한민국의_국민연금,Thu,36,,6.25_전쟁,17,,백색증,16,,,,,차지호,14,,위르겐_클린스만,13,,,,,,
구글의_이스터_에그_목록,Fri,36,,NBA_올스타전,17,,생성형_인공지능,16,,,,,티핑_포인트,14,,유니코드_0000~0FFF,13,,,,,,
로마_숫자,Thu,36,,가운뎃점,17,,신사임당,16,,,,,표면_실장_기술,14,,이명박_정부,13,,,,,,
보물섬,Mon,36,,경찰_계급,17,,영국,16,,,,,JAR_(파일_포맷),13,,이언주,13,,,,,,
중국_슈퍼리그_2024_경기_일정,Sat,36,,데이터_웨어하우스,17,,영등포구_갑,16,,,,,TCP/UDP의_포트_목록,13,,이효정_(가수),13,,,,,,
구글_번역,Thu,36,,마르세유,17,,요르단_축구_국가대표팀,16,,,,,뉴라클사이언스,13,,카를레스_푸지데몬,13,,,,,,
쿠팡,Thu,36,,바누아투,17,,인구순_나라_목록,16,,,,,니카이도_후미,13,,캐그니_린_카터,13,,,,,,
최경용,Fri,35,,베트남,17,,젠슨_황,16,,,,,방실이,13,,태국,13,,,,,,
2026년_FIFA_월드컵,Mon,35,,손흥민,17,,특별자치도,16,,,,,변재일,13,,,,,,,,,
임혁백,Thu,35,,신한은행,17,,패리스_잭슨,16,,,,,신장식,13,,,,,,,,,
박장범,Tue,35,,신현중학교_(경남),17,,페르가몬의_안티파스,16,,,,,싱가포르,13,,,,,,,,,
마리_앙투아네트,Thu,35,,용인시의_국회의원,17,,2024년_텔레비전_애니메이션_목록,15,,,,,용인시_병,13,,,,,,,,,
구글의_이스터_에그_목록,Mon,35,,이수진_(간호사_출신_정치인),17,,3·1절,15,,,,,유니코드_0000~0FFF,13,,,,,,,,,
김건희,Mon,35,,정대철,17,,5·18_광주_민주화_운동,15,,,,,이동_로봇,13,,,,,,,,,
한국교육방송공사,Tue,34,,주호민,17,,Aespa,15,,,,,이재욱_(1998년),13,,,,,,,,,
제곱미터,Tue,34,,최태준,17,,김덕영,15,,,,,자위행위,13,,,,,,,,,
히포크라테스_선서,Mon,34,,쿠팡플레이,17,,깃_(소프트웨어),15,,,,,최원식_(1963년),13,,,,,,,,,
인공지능,Mon,34,,티모시_샬라메,17,,뉴턴_(단위),15,,,,,카를레스_푸지데몬,13,,,,,,,,,
한가인,Mon,34,,퍼서비어런스_(탐사차),17,,말라위,15,,,,,큐넷,13,,,,,,,,,
정월_대보름,Mon,34,,풍물놀이,17,,반야심경,15,,,,,키릴_캐로,13,,,,,,,,,
아프리카TV,Thu,34,,MBK_파트너스,16,,비례대표제,15,,,,,,,,,,,,,,,
최질,Sun,34,,구글_드라이브,16,,샘_올트먼,15,,,,,,,,,,,,,,,
주기율표,Tue,33,,대한민국의_AFC_아시안컵_성적,16,,서울의_봄,15,,,,,,,,,,,,,,,
황정음,Fri,33,,사순절,16,,세_번째_결혼,15,,,,,,,,,,,,,,,
한동훈_(법조인),Tue,33,,서울의_봄,16,,싱가포르,15,,,,,,,,,,,,,,,
최경용,Sat,33,,수학_기호,16,,아르투어_쇼펜하우어,15,,,,,,,,,,,,,,,
한국교육방송공사,Fri,33,,신한카드,16,,에탄올,15,,,,,,,,,,,,,,,
유닉스,Tue,33,,알리익스프레스,16,,잡코리아,15,,,,,,,,,,,,,,,
ASCII,Mon,33,,오픈AI,16,,정월_대보름,15,,,,,,,,,,,,,,,
이강인,Mon,33,,이복현,16,,파묘,15,,,,,,,,,,,,,,,
제곱미터,Thu,33,,잡코리아,16,,효심이네_각자도생,15,,,,,,,,,,,,,,,
2023년_AFC_아시안컵,Fri,32,,장태완,16,,EFL_챔피언십,14,,,,,,,,,,,,,,,
12·12_군사_반란,Mon,32,,지상작전사령부,16,,KB국민은행,14,,,,,,,,,,,,,,,
정호준,Mon,32,,트위치,16,,대한민국_제21대_국회의원_선거,14,,,,,,,,,,,,,,,
요르단,Mon,32,,특별자치도,16,,대한민국_제22대_국회의원_선거,14,,,,,,,,,,,,,,,
마리_앙투아네트,Tue,32,,플러스마이너스,16,,독립국가연합,14,,,,,,,,,,,,,,,
뱀뱀,Mon,32,,하공진,16,,민감도와_특이도,14,,,,,,,,,,,,,,,
유네스코_창의도시_네트워크,Sun,32,,화성,16,,보배드림,14,,,,,,,,,,,,,,,
제시_린가드,Fri,31,,2,15,,삭소펀드,14,,,,,,,,,,,,,,,
특별사면,Tue,31,,₩,15,,세제곱미터,14,,,,,,,,,,,,,,,
2023년_AFC_아시안컵,Mon,31,,MZ세대,15,,스크래치_(프로그래밍_언어),14,,,,,,,,,,,,,,,
대한민국_제21대_국회의원_선거_비례대표_배분_방법,Mon,31,,Sensation,15,,아콰피나,14,,,,,,,,,,,,,,,
조윤선,Tue,31,,고양시_갑,15,,애플_비전_프로,14,,,,,,,,,,,,,,,
용인시_갑,Tue,31,,금성,15,,오컬트,14,,,,,,,,,,,,,,,
한국교육방송공사,Thu,31,,대한민국_축구_국가대표팀,15,,용혜인,14,,,,,,,,,,,,,,,
킬러들의_쇼핑몰,Tue,31,,대한민국의_인구순_도시_목록,15,,유로,14,,,,,,,,,,,,,,,
석사장교,Mon,31,,데이터_마이닝,15,,이영하_(배우),14,,,,,,,,,,,,,,,
기계_번역,Tue,31,,성민서,15,,인도네시아,14,,,,,,,,,,,,,,,
히포크라테스_선서,Fri,31,,세_번째_결혼,15,,일본,14,,,,,,,,,,,,,,,
마리_앙투아네트,Mon,31,,송하윤,15,,전두환,14,,,,,,,,,,,,,,,
